COUNTYFP,STATE,MODE_USAGE,MASK_FREQ,RESPONSE
29215,Missouri,NEVER,NEVER,0.309
29215,Missouri,NEVER,RARELY,0.171
29215,Missouri,NEVER,SOMETIMES,0.231
29215,Missouri,NEVER,FREQUENTLY,0.106
29215,Missouri,NEVER,ALWAYS,0.183
29217,Missouri,ALWAYS,NEVER,0.164
29217,Missouri,ALWAYS,RARELY,0.105
29217,Missouri,ALWAYS,SOMETIMES,0.11
29217,Missouri,ALWAYS,FREQUENTLY,0.125
29217,Missouri,ALWAYS,ALWAYS,0.496
29219,Missouri,ALWAYS,NEVER,0.11
29219,Missouri,ALWAYS,RARELY,0.083
29219,Missouri,ALWAYS,SOMETIMES,0.111
29219,Missouri,ALWAYS,FREQUENTLY,0.25
29219,Missouri,ALWAYS,ALWAYS,0.446
29221,Missouri,ALWAYS,NEVER,0.181
29221,Missouri,ALWAYS,RARELY,0.092
29221,Missouri,ALWAYS,SOMETIMES,0.118
29221,Missouri,ALWAYS,FREQUENTLY,0.191
29221,Missouri,ALWAYS,ALWAYS,0.418
29223,Missouri,ALWAYS,NEVER,0.191
29223,Missouri,ALWAYS,RARELY,0.171
29223,Missouri,ALWAYS,SOMETIMES,0.13
29223,Missouri,ALWAYS,FREQUENTLY,0.196
29223,Missouri,ALWAYS,ALWAYS,0.313
29225,Missouri,ALWAYS,NEVER,0.297
29225,Missouri,ALWAYS,RARELY,0.09
29225,Missouri,ALWAYS,SOMETIMES,0.162
29225,Missouri,ALWAYS,FREQUENTLY,0.137
29225,Missouri,ALWAYS,ALWAYS,0.313
29227,Missouri,FREQUENTLY,NEVER,0.098
29227,Missouri,FREQUENTLY,RARELY,0.17
29227,Missouri,FREQUENTLY,SOMETIMES,0.218
29227,Missouri,FREQUENTLY,FREQUENTLY,0.272
29227,Missouri,FREQUENTLY,ALWAYS,0.241
29229,Missouri,NEVER,NEVER,0.419
29229,Missouri,NEVER,RARELY,0.139
29229,Missouri,NEVER,SOMETIMES,0.187
29229,Missouri,NEVER,FREQUENTLY,0.1
29229,Missouri,NEVER,ALWAYS,0.155
29510,Missouri,ALWAYS,NEVER,0.039
29510,Missouri,ALWAYS,RARELY,0.017
29510,Missouri,ALWAYS,SOMETIMES,0.08
29510,Missouri,ALWAYS,FREQUENTLY,0.137
29510,Missouri,ALWAYS,ALWAYS,0.726
30001,Montana,ALWAYS,NEVER,0.165
30001,Montana,ALWAYS,RARELY,0.127
30001,Montana,ALWAYS,SOMETIMES,0.102
30001,Montana,ALWAYS,FREQUENTLY,0.18
30001,Montana,ALWAYS,ALWAYS,0.425
30003,Montana,ALWAYS,NEVER,0.136
30003,Montana,ALWAYS,RARELY,0.196
30003,Montana,ALWAYS,SOMETIMES,0.147
30003,Montana,ALWAYS,FREQUENTLY,0.25
30003,Montana,ALWAYS,ALWAYS,0.271
30005,Montana,NEVER,NEVER,0.287
30005,Montana,NEVER,RARELY,0.08
30005,Montana,NEVER,SOMETIMES,0.188
30005,Montana,NEVER,FREQUENTLY,0.252
30005,Montana,NEVER,ALWAYS,0.192
30007,Montana,ALWAYS,NEVER,0.165
30007,Montana,ALWAYS,RARELY,0.098
30007,Montana,ALWAYS,SOMETIMES,0.099
30007,Montana,ALWAYS,FREQUENTLY,0.199
30007,Montana,ALWAYS,ALWAYS,0.439
30009,Montana,ALWAYS,NEVER,0.14
30009,Montana,ALWAYS,RARELY,0.169
30009,Montana,ALWAYS,SOMETIMES,0.163
30009,Montana,ALWAYS,FREQUENTLY,0.26
30009,Montana,ALWAYS,ALWAYS,0.267
30011,Montana,ALWAYS,NEVER,0.123
30011,Montana,ALWAYS,RARELY,0.121
30011,Montana,ALWAYS,SOMETIMES,0.127
30011,Montana,ALWAYS,FREQUENTLY,0.212
30011,Montana,ALWAYS,ALWAYS,0.417
30013,Montana,ALWAYS,NEVER,0.17
30013,Montana,ALWAYS,RARELY,0.143
30013,Montana,ALWAYS,SOMETIMES,0.16
30013,Montana,ALWAYS,FREQUENTLY,0.145
30013,Montana,ALWAYS,ALWAYS,0.382
30015,Montana,ALWAYS,NEVER,0.196
30015,Montana,ALWAYS,RARELY,0.135
30015,Montana,ALWAYS,SOMETIMES,0.171
30015,Montana,ALWAYS,FREQUENTLY,0.152
30015,Montana,ALWAYS,ALWAYS,0.346
30017,Montana,FREQUENTLY,NEVER,0.085
30017,Montana,FREQUENTLY,RARELY,0.261
30017,Montana,FREQUENTLY,SOMETIMES,0.144
30017,Montana,FREQUENTLY,FREQUENTLY,0.28
30017,Montana,FREQUENTLY,ALWAYS,0.23
30019,Montana,FREQUENTLY,NEVER,0.172
30019,Montana,FREQUENTLY,RARELY,0.244
30019,Montana,FREQUENTLY,SOMETIMES,0.186
30019,Montana,FREQUENTLY,FREQUENTLY,0.269
30019,Montana,FREQUENTLY,ALWAYS,0.129
30021,Montana,FREQUENTLY,NEVER,0.139
30021,Montana,FREQUENTLY,RARELY,0.249
30021,Montana,FREQUENTLY,SOMETIMES,0.176
30021,Montana,FREQUENTLY,FREQUENTLY,0.274
30021,Montana,FREQUENTLY,ALWAYS,0.161
30023,Montana,ALWAYS,NEVER,0.141
30023,Montana,ALWAYS,RARELY,0.173
30023,Montana,ALWAYS,SOMETIMES,0.064
30023,Montana,ALWAYS,FREQUENTLY,0.133
30023,Montana,ALWAYS,ALWAYS,0.489
30025,Montana,FREQUENTLY,NEVER,0.118
30025,Montana,FREQUENTLY,RARELY,0.199
30025,Montana,FREQUENTLY,SOMETIMES,0.146
30025,Montana,FREQUENTLY,FREQUENTLY,0.296
30025,Montana,FREQUENTLY,ALWAYS,0.24
30027,Montana,NEVER,NEVER,0.284
30027,Montana,NEVER,RARELY,0.111
30027,Montana,NEVER,SOMETIMES,0.157
30027,Montana,NEVER,FREQUENTLY,0.187
30027,Montana,NEVER,ALWAYS,0.261
30029,Montana,ALWAYS,NEVER,0.076
30029,Montana,ALWAYS,RARELY,0.167
30029,Montana,ALWAYS,SOMETIMES,0.159
30029,Montana,ALWAYS,FREQUENTLY,0.224
30029,Montana,ALWAYS,ALWAYS,0.374
30031,Montana,ALWAYS,NEVER,0.132
30031,Montana,ALWAYS,RARELY,0.093
30031,Montana,ALWAYS,SOMETIMES,0.115
30031,Montana,ALWAYS,FREQUENTLY,0.213
30031,Montana,ALWAYS,ALWAYS,0.448
30033,Montana,FREQUENTLY,NEVER,0.134
30033,Montana,FREQUENTLY,RARELY,0.199
30033,Montana,FREQUENTLY,SOMETIMES,0.18
30033,Montana,FREQUENTLY,FREQUENTLY,0.265
30033,Montana,FREQUENTLY,ALWAYS,0.221
30035,Montana,ALWAYS,NEVER,0.084
30035,Montana,ALWAYS,RARELY,0.154
30035,Montana,ALWAYS,SOMETIMES,0.17
30035,Montana,ALWAYS,FREQUENTLY,0.196
30035,Montana,ALWAYS,ALWAYS,0.396
30037,Montana,ALWAYS,NEVER,0.134
30037,Montana,ALWAYS,RARELY,0.181
30037,Montana,ALWAYS,SOMETIMES,0.168
30037,Montana,ALWAYS,FREQUENTLY,0.246
30037,Montana,ALWAYS,ALWAYS,0.271
30039,Montana,ALWAYS,NEVER,0.116
30039,Montana,ALWAYS,RARELY,0.17
30039,Montana,ALWAYS,SOMETIMES,0.109
30039,Montana,ALWAYS,FREQUENTLY,0.183
30039,Montana,ALWAYS,ALWAYS,0.422
30041,Montana,ALWAYS,NEVER,0.27
30041,Montana,ALWAYS,RARELY,0.106
30041,Montana,ALWAYS,SOMETIMES,0.159
30041,Montana,ALWAYS,FREQUENTLY,0.192
30041,Montana,ALWAYS,ALWAYS,0.273
30043,Montana,ALWAYS,NEVER,0.158
30043,Montana,ALWAYS,RARELY,0.111
30043,Montana,ALWAYS,SOMETIMES,0.076
30043,Montana,ALWAYS,FREQUENTLY,0.169
30043,Montana,ALWAYS,ALWAYS,0.487
30045,Montana,ALWAYS,NEVER,0.233
30045,Montana,ALWAYS,RARELY,0.11
30045,Montana,ALWAYS,SOMETIMES,0.17
30045,Montana,ALWAYS,FREQUENTLY,0.139
30045,Montana,ALWAYS,ALWAYS,0.349
30047,Montana,ALWAYS,NEVER,0.087
30047,Montana,ALWAYS,RARELY,0.23
30047,Montana,ALWAYS,SOMETIMES,0.128
30047,Montana,ALWAYS,FREQUENTLY,0.206
30047,Montana,ALWAYS,ALWAYS,0.349
30049,Montana,ALWAYS,NEVER,0.149
30049,Montana,ALWAYS,RARELY,0.107
30049,Montana,ALWAYS,SOMETIMES,0.08
30049,Montana,ALWAYS,FREQUENTLY,0.185
30049,Montana,ALWAYS,ALWAYS,0.479
30051,Montana,ALWAYS,NEVER,0.188
30051,Montana,ALWAYS,RARELY,0.146
30051,Montana,ALWAYS,SOMETIMES,0.167
30051,Montana,ALWAYS,FREQUENTLY,0.147
30051,Montana,ALWAYS,ALWAYS,0.352
30053,Montana,ALWAYS,NEVER,0.118
30053,Montana,ALWAYS,RARELY,0.174
30053,Montana,ALWAYS,SOMETIMES,0.118
30053,Montana,ALWAYS,FREQUENTLY,0.188
30053,Montana,ALWAYS,ALWAYS,0.402
30055,Montana,RARELY,NEVER,0.142
30055,Montana,RARELY,RARELY,0.274
30055,Montana,RARELY,SOMETIMES,0.179
30055,Montana,RARELY,FREQUENTLY,0.267
30055,Montana,RARELY,ALWAYS,0.139
30057,Montana,ALWAYS,NEVER,0.172
30057,Montana,ALWAYS,RARELY,0.113
30057,Montana,ALWAYS,SOMETIMES,0.105
30057,Montana,ALWAYS,FREQUENTLY,0.21
30057,Montana,ALWAYS,ALWAYS,0.4
30059,Montana,ALWAYS,NEVER,0.188
30059,Montana,ALWAYS,RARELY,0.093
30059,Montana,ALWAYS,SOMETIMES,0.12
30059,Montana,ALWAYS,FREQUENTLY,0.203
30059,Montana,ALWAYS,ALWAYS,0.396
30061,Montana,ALWAYS,NEVER,0.097
30061,Montana,ALWAYS,RARELY,0.278
30061,Montana,ALWAYS,SOMETIMES,0.119
30061,Montana,ALWAYS,FREQUENTLY,0.183
30061,Montana,ALWAYS,ALWAYS,0.323
30063,Montana,ALWAYS,NEVER,0.091
30063,Montana,ALWAYS,RARELY,0.2
30063,Montana,ALWAYS,SOMETIMES,0.128
30063,Montana,ALWAYS,FREQUENTLY,0.209
30063,Montana,ALWAYS,ALWAYS,0.372
30065,Montana,ALWAYS,NEVER,0.128
30065,Montana,ALWAYS,RARELY,0.178
30065,Montana,ALWAYS,SOMETIMES,0.169
30065,Montana,ALWAYS,FREQUENTLY,0.257
30065,Montana,ALWAYS,ALWAYS,0.268
30067,Montana,ALWAYS,NEVER,0.114
30067,Montana,ALWAYS,RARELY,0.099
30067,Montana,ALWAYS,SOMETIMES,0.106
30067,Montana,ALWAYS,FREQUENTLY,0.214
30067,Montana,ALWAYS,ALWAYS,0.467
30069,Montana,ALWAYS,NEVER,0.157
30069,Montana,ALWAYS,RARELY,0.154
30069,Montana,ALWAYS,SOMETIMES,0.174
30069,Montana,ALWAYS,FREQUENTLY,0.247
30069,Montana,ALWAYS,ALWAYS,0.269
30071,Montana,FREQUENTLY,NEVER,0.229
30071,Montana,FREQUENTLY,RARELY,0.114
30071,Montana,FREQUENTLY,SOMETIMES,0.214
30071,Montana,FREQUENTLY,FREQUENTLY,0.296
30071,Montana,FREQUENTLY,ALWAYS,0.147
30073,Montana,ALWAYS,NEVER,0.123
30073,Montana,ALWAYS,RARELY,0.175
30073,Montana,ALWAYS,SOMETIMES,0.17
30073,Montana,ALWAYS,FREQUENTLY,0.142
30073,Montana,ALWAYS,ALWAYS,0.39
30075,Montana,ALWAYS,NEVER,0.193
30075,Montana,ALWAYS,RARELY,0.24
30075,Montana,ALWAYS,SOMETIMES,0.106
30075,Montana,ALWAYS,FREQUENTLY,0.188
30075,Montana,ALWAYS,ALWAYS,0.273
30077,Montana,ALWAYS,NEVER,0.118
30077,Montana,ALWAYS,RARELY,0.144
30077,Montana,ALWAYS,SOMETIMES,0.069
30077,Montana,ALWAYS,FREQUENTLY,0.14
30077,Montana,ALWAYS,ALWAYS,0.53
30079,Montana,FREQUENTLY,NEVER,0.101
30079,Montana,FREQUENTLY,RARELY,0.27
30079,Montana,FREQUENTLY,SOMETIMES,0.171
30079,Montana,FREQUENTLY,FREQUENTLY,0.283
30079,Montana,FREQUENTLY,ALWAYS,0.176
30081,Montana,ALWAYS,NEVER,0.121
30081,Montana,ALWAYS,RARELY,0.177
30081,Montana,ALWAYS,SOMETIMES,0.114
30081,Montana,ALWAYS,FREQUENTLY,0.195
30081,Montana,ALWAYS,ALWAYS,0.393
30083,Montana,FREQUENTLY,NEVER,0.176
30083,Montana,FREQUENTLY,RARELY,0.216
30083,Montana,FREQUENTLY,SOMETIMES,0.162
30083,Montana,FREQUENTLY,FREQUENTLY,0.255
30083,Montana,FREQUENTLY,ALWAYS,0.191
30085,Montana,FREQUENTLY,NEVER,0.169
30085,Montana,FREQUENTLY,RARELY,0.246
30085,Montana,FREQUENTLY,SOMETIMES,0.178
30085,Montana,FREQUENTLY,FREQUENTLY,0.261
30085,Montana,FREQUENTLY,ALWAYS,0.146
30087,Montana,ALWAYS,NEVER,0.126
30087,Montana,ALWAYS,RARELY,0.214
30087,Montana,ALWAYS,SOMETIMES,0.143
30087,Montana,ALWAYS,FREQUENTLY,0.248
30087,Montana,ALWAYS,ALWAYS,0.269
30089,Montana,ALWAYS,NEVER,0.15
30089,Montana,ALWAYS,RARELY,0.204
30089,Montana,ALWAYS,SOMETIMES,0.191
30089,Montana,ALWAYS,FREQUENTLY,0.172
30089,Montana,ALWAYS,ALWAYS,0.283
30091,Montana,FREQUENTLY,NEVER,0.179
30091,Montana,FREQUENTLY,RARELY,0.203
30091,Montana,FREQUENTLY,SOMETIMES,0.178
30091,Montana,FREQUENTLY,FREQUENTLY,0.256
30091,Montana,FREQUENTLY,ALWAYS,0.185
30093,Montana,ALWAYS,NEVER,0.158
30093,Montana,ALWAYS,RARELY,0.138
30093,Montana,ALWAYS,SOMETIMES,0.059
30093,Montana,ALWAYS,FREQUENTLY,0.143
30093,Montana,ALWAYS,ALWAYS,0.503
30095,Montana,ALWAYS,NEVER,0.126
30095,Montana,ALWAYS,RARELY,0.173
30095,Montana,ALWAYS,SOMETIMES,0.16
30095,Montana,ALWAYS,FREQUENTLY,0.255
30095,Montana,ALWAYS,ALWAYS,0.286
30097,Montana,ALWAYS,NEVER,0.116
30097,Montana,ALWAYS,RARELY,0.157
30097,Montana,ALWAYS,SOMETIMES,0.126
30097,Montana,ALWAYS,FREQUENTLY,0.227
30097,Montana,ALWAYS,ALWAYS,0.374
30099,Montana,ALWAYS,NEVER,0.134
30099,Montana,ALWAYS,RARELY,0.176
30099,Montana,ALWAYS,SOMETIMES,0.147
30099,Montana,ALWAYS,FREQUENTLY,0.152
30099,Montana,ALWAYS,ALWAYS,0.391
30101,Montana,ALWAYS,NEVER,0.138
30101,Montana,ALWAYS,RARELY,0.165
30101,Montana,ALWAYS,SOMETIMES,0.178
30101,Montana,ALWAYS,FREQUENTLY,0.135
30101,Montana,ALWAYS,ALWAYS,0.384
30103,Montana,ALWAYS,NEVER,0.122
30103,Montana,ALWAYS,RARELY,0.188
30103,Montana,ALWAYS,SOMETIMES,0.16
30103,Montana,ALWAYS,FREQUENTLY,0.259
30103,Montana,ALWAYS,ALWAYS,0.27
30105,Montana,FREQUENTLY,NEVER,0.172
30105,Montana,FREQUENTLY,RARELY,0.235
30105,Montana,FREQUENTLY,SOMETIMES,0.187
30105,Montana,FREQUENTLY,FREQUENTLY,0.291
30105,Montana,FREQUENTLY,ALWAYS,0.115
30107,Montana,ALWAYS,NEVER,0.214
30107,Montana,ALWAYS,RARELY,0.135
30107,Montana,ALWAYS,SOMETIMES,0.144
30107,Montana,ALWAYS,FREQUENTLY,0.189
30107,Montana,ALWAYS,ALWAYS,0.318
30109,Montana,FREQUENTLY,NEVER,0.165
30109,Montana,FREQUENTLY,RARELY,0.219
30109,Montana,FREQUENTLY,SOMETIMES,0.161
30109,Montana,FREQUENTLY,FREQUENTLY,0.267
30109,Montana,FREQUENTLY,ALWAYS,0.187
30111,Montana,ALWAYS,NEVER,0.129
30111,Montana,ALWAYS,RARELY,0.177
30111,Montana,ALWAYS,SOMETIMES,0.167
30111,Montana,ALWAYS,FREQUENTLY,0.262
30111,Montana,ALWAYS,ALWAYS,0.265
38001,North Dakota,FREQUENTLY,NEVER,0.219
38001,North Dakota,FREQUENTLY,RARELY,0.166
38001,North Dakota,FREQUENTLY,SOMETIMES,0.189
38001,North Dakota,FREQUENTLY,FREQUENTLY,0.233
38001,North Dakota,FREQUENTLY,ALWAYS,0.193
38003,North Dakota,ALWAYS,NEVER,0.111
38003,North Dakota,ALWAYS,RARELY,0.079
38003,North Dakota,ALWAYS,SOMETIMES,0.137
38003,North Dakota,ALWAYS,FREQUENTLY,0.248
38003,North Dakota,ALWAYS,ALWAYS,0.425
38005,North Dakota,NEVER,NEVER,0.289
38005,North Dakota,NEVER,RARELY,0.194
38005,North Dakota,NEVER,SOMETIMES,0.118
38005,North Dakota,NEVER,FREQUENTLY,0.195
38005,North Dakota,NEVER,ALWAYS,0.204
38007,North Dakota,FREQUENTLY,NEVER,0.2
38007,North Dakota,FREQUENTLY,RARELY,0.201
38007,North Dakota,FREQUENTLY,SOMETIMES,0.137
38007,North Dakota,FREQUENTLY,FREQUENTLY,0.244
38007,North Dakota,FREQUENTLY,ALWAYS,0.218
38009,North Dakota,ALWAYS,NEVER,0.206
38009,North Dakota,ALWAYS,RARELY,0.119
38009,North Dakota,ALWAYS,SOMETIMES,0.142
38009,North Dakota,ALWAYS,FREQUENTLY,0.259
38009,North Dakota,ALWAYS,ALWAYS,0.274
38011,North Dakota,ALWAYS,NEVER,0.188
38011,North Dakota,ALWAYS,RARELY,0.141
38011,North Dakota,ALWAYS,SOMETIMES,0.146
38011,North Dakota,ALWAYS,FREQUENTLY,0.262
38011,North Dakota,ALWAYS,ALWAYS,0.263
38013,North Dakota,FREQUENTLY,NEVER,0.191
38013,North Dakota,FREQUENTLY,RARELY,0.147
38013,North Dakota,FREQUENTLY,SOMETIMES,0.151
38013,North Dakota,FREQUENTLY,FREQUENTLY,0.258
38013,North Dakota,FREQUENTLY,ALWAYS,0.253
38015,North Dakota,FREQUENTLY,NEVER,0.172
38015,North Dakota,FREQUENTLY,RARELY,0.233
38015,North Dakota,FREQUENTLY,SOMETIMES,0.091
38015,North Dakota,FREQUENTLY,FREQUENTLY,0.297
38015,North Dakota,FREQUENTLY,ALWAYS,0.207
38017,North Dakota,ALWAYS,NEVER,0.09
38017,North Dakota,ALWAYS,RARELY,0.113
38017,North Dakota,ALWAYS,SOMETIMES,0.142
38017,North Dakota,ALWAYS,FREQUENTLY,0.233
38017,North Dakota,ALWAYS,ALWAYS,0.423
38019,North Dakota,RARELY,NEVER,0.146
38019,North Dakota,RARELY,RARELY,0.272
38019,North Dakota,RARELY,SOMETIMES,0.165
38019,North Dakota,RARELY,FREQUENTLY,0.222
38019,North Dakota,RARELY,ALWAYS,0.195
38021,North Dakota,FREQUENTLY,NEVER,0.151
38021,North Dakota,FREQUENTLY,RARELY,0.077
38021,North Dakota,FREQUENTLY,SOMETIMES,0.227
38021,North Dakota,FREQUENTLY,FREQUENTLY,0.277
38021,North Dakota,FREQUENTLY,ALWAYS,0.267
38023,North Dakota,FREQUENTLY,NEVER,0.186
38023,North Dakota,FREQUENTLY,RARELY,0.168
38023,North Dakota,FREQUENTLY,SOMETIMES,0.163
38023,North Dakota,FREQUENTLY,FREQUENTLY,0.255
38023,North Dakota,FREQUENTLY,ALWAYS,0.227
38025,North Dakota,FREQUENTLY,NEVER,0.195
38025,North Dakota,FREQUENTLY,RARELY,0.189
38025,North Dakota,FREQUENTLY,SOMETIMES,0.125
38025,North Dakota,FREQUENTLY,FREQUENTLY,0.252
38025,North Dakota,FREQUENTLY,ALWAYS,0.239
38027,North Dakota,NEVER,NEVER,0.269
38027,North Dakota,NEVER,RARELY,0.159
38027,North Dakota,NEVER,SOMETIMES,0.117
38027,North Dakota,NEVER,FREQUENTLY,0.209
38027,North Dakota,NEVER,ALWAYS,0.246
38029,North Dakota,FREQUENTLY,NEVER,0.16
38029,North Dakota,FREQUENTLY,RARELY,0.221
38029,North Dakota,FREQUENTLY,SOMETIMES,0.094
38029,North Dakota,FREQUENTLY,FREQUENTLY,0.302
38029,North Dakota,FREQUENTLY,ALWAYS,0.222
38031,North Dakota,ALWAYS,NEVER,0.265
38031,North Dakota,ALWAYS,RARELY,0.081
38031,North Dakota,ALWAYS,SOMETIMES,0.081
38031,North Dakota,ALWAYS,FREQUENTLY,0.27
38031,North Dakota,ALWAYS,ALWAYS,0.304
38033,North Dakota,FREQUENTLY,NEVER,0.187
38033,North Dakota,FREQUENTLY,RARELY,0.206
38033,North Dakota,FREQUENTLY,SOMETIMES,0.149
38033,North Dakota,FREQUENTLY,FREQUENTLY,0.256
38033,North Dakota,FREQUENTLY,ALWAYS,0.203
38035,North Dakota,ALWAYS,NEVER,0.097
38035,North Dakota,ALWAYS,RARELY,0.122
38035,North Dakota,ALWAYS,SOMETIMES,0.222
38035,North Dakota,ALWAYS,FREQUENTLY,0.253
38035,North Dakota,ALWAYS,ALWAYS,0.305
38037,North Dakota,FREQUENTLY,NEVER,0.177
38037,North Dakota,FREQUENTLY,RARELY,0.233
38037,North Dakota,FREQUENTLY,SOMETIMES,0.125
38037,North Dakota,FREQUENTLY,FREQUENTLY,0.275
38037,North Dakota,FREQUENTLY,ALWAYS,0.19
38039,North Dakota,ALWAYS,NEVER,0.162
38039,North Dakota,ALWAYS,RARELY,0.054
38039,North Dakota,ALWAYS,SOMETIMES,0.197
38039,North Dakota,ALWAYS,FREQUENTLY,0.217
38039,North Dakota,ALWAYS,ALWAYS,0.37
38041,North Dakota,FREQUENTLY,NEVER,0.218
38041,North Dakota,FREQUENTLY,RARELY,0.207
38041,North Dakota,FREQUENTLY,SOMETIMES,0.15
38041,North Dakota,FREQUENTLY,FREQUENTLY,0.232
38041,North Dakota,FREQUENTLY,ALWAYS,0.193
38043,North Dakota,FREQUENTLY,NEVER,0.193
38043,North Dakota,FREQUENTLY,RARELY,0.206
38043,North Dakota,FREQUENTLY,SOMETIMES,0.074
38043,North Dakota,FREQUENTLY,FREQUENTLY,0.301
38043,North Dakota,FREQUENTLY,ALWAYS,0.226
38045,North Dakota,ALWAYS,NEVER,0.115
38045,North Dakota,ALWAYS,RARELY,0.07
38045,North Dakota,ALWAYS,SOMETIMES,0.193
38045,North Dakota,ALWAYS,FREQUENTLY,0.307
38045,North Dakota,ALWAYS,ALWAYS,0.315
38047,North Dakota,FREQUENTLY,NEVER,0.172
38047,North Dakota,FREQUENTLY,RARELY,0.156
38047,North Dakota,FREQUENTLY,SOMETIMES,0.104
38047,North Dakota,FREQUENTLY,FREQUENTLY,0.295
38047,North Dakota,FREQUENTLY,ALWAYS,0.272
38049,North Dakota,ALWAYS,NEVER,0.206
38049,North Dakota,ALWAYS,RARELY,0.132
38049,North Dakota,ALWAYS,SOMETIMES,0.124
38049,North Dakota,ALWAYS,FREQUENTLY,0.263
38049,North Dakota,ALWAYS,ALWAYS,0.275
38051,North Dakota,ALWAYS,NEVER,0.169
38051,North Dakota,ALWAYS,RARELY,0.128
38051,North Dakota,ALWAYS,SOMETIMES,0.136
38051,North Dakota,ALWAYS,FREQUENTLY,0.275
38051,North Dakota,ALWAYS,ALWAYS,0.291
38053,North Dakota,FREQUENTLY,NEVER,0.19
38053,North Dakota,FREQUENTLY,RARELY,0.182
38053,North Dakota,FREQUENTLY,SOMETIMES,0.142
38053,North Dakota,FREQUENTLY,FREQUENTLY,0.253
38053,North Dakota,FREQUENTLY,ALWAYS,0.232
38055,North Dakota,FREQUENTLY,NEVER,0.189
38055,North Dakota,FREQUENTLY,RARELY,0.185
38055,North Dakota,FREQUENTLY,SOMETIMES,0.107
38055,North Dakota,FREQUENTLY,FREQUENTLY,0.273
38055,North Dakota,FREQUENTLY,ALWAYS,0.246
38057,North Dakota,FREQUENTLY,NEVER,0.189
38057,North Dakota,FREQUENTLY,RARELY,0.197
38057,North Dakota,FREQUENTLY,SOMETIMES,0.111
38057,North Dakota,FREQUENTLY,FREQUENTLY,0.266
38057,North Dakota,FREQUENTLY,ALWAYS,0.237
38059,North Dakota,FREQUENTLY,NEVER,0.172
38059,North Dakota,FREQUENTLY,RARELY,0.235
38059,North Dakota,FREQUENTLY,SOMETIMES,0.096
38059,North Dakota,FREQUENTLY,FREQUENTLY,0.293
38059,North Dakota,FREQUENTLY,ALWAYS,0.205
38061,North Dakota,FREQUENTLY,NEVER,0.192
38061,North Dakota,FREQUENTLY,RARELY,0.16
38061,North Dakota,FREQUENTLY,SOMETIMES,0.134
38061,North Dakota,FREQUENTLY,FREQUENTLY,0.258
38061,North Dakota,FREQUENTLY,ALWAYS,0.256
38063,North Dakota,ALWAYS,NEVER,0.133
38063,North Dakota,ALWAYS,RARELY,0.183
38063,North Dakota,ALWAYS,SOMETIMES,0.193
38063,North Dakota,ALWAYS,FREQUENTLY,0.218
38063,North Dakota,ALWAYS,ALWAYS,0.274
38065,North Dakota,FREQUENTLY,NEVER,0.181
38065,North Dakota,FREQUENTLY,RARELY,0.217
38065,North Dakota,FREQUENTLY,SOMETIMES,0.102
38065,North Dakota,FREQUENTLY,FREQUENTLY,0.28
38065,North Dakota,FREQUENTLY,ALWAYS,0.221
38067,North Dakota,FREQUENTLY,NEVER,0.08
38067,North Dakota,FREQUENTLY,RARELY,0.216
38067,North Dakota,FREQUENTLY,SOMETIMES,0.202
38067,North Dakota,FREQUENTLY,FREQUENTLY,0.256
38067,North Dakota,FREQUENTLY,ALWAYS,0.247
38069,North Dakota,NEVER,NEVER,0.253
38069,North Dakota,NEVER,RARELY,0.136
38069,North Dakota,NEVER,SOMETIMES,0.12
38069,North Dakota,NEVER,FREQUENTLY,0.246
38069,North Dakota,NEVER,ALWAYS,0.246
38071,North Dakota,RARELY,NEVER,0.242
38071,North Dakota,RARELY,RARELY,0.25
38071,North Dakota,RARELY,SOMETIMES,0.138
38071,North Dakota,RARELY,FREQUENTLY,0.175
38071,North Dakota,RARELY,ALWAYS,0.195
38073,North Dakota,ALWAYS,NEVER,0.073
38073,North Dakota,ALWAYS,RARELY,0.114
38073,North Dakota,ALWAYS,SOMETIMES,0.223
38073,North Dakota,ALWAYS,FREQUENTLY,0.236
38073,North Dakota,ALWAYS,ALWAYS,0.354
38075,North Dakota,ALWAYS,NEVER,0.193
38075,North Dakota,ALWAYS,RARELY,0.13
38075,North Dakota,ALWAYS,SOMETIMES,0.141
38075,North Dakota,ALWAYS,FREQUENTLY,0.262
38075,North Dakota,ALWAYS,ALWAYS,0.274
38077,North Dakota,ALWAYS,NEVER,0.155
38077,North Dakota,ALWAYS,RARELY,0.174
38077,North Dakota,ALWAYS,SOMETIMES,0.189
38077,North Dakota,ALWAYS,FREQUENTLY,0.116
38077,North Dakota,ALWAYS,ALWAYS,0.366
38079,North Dakota,NEVER,NEVER,0.248
38079,North Dakota,NEVER,RARELY,0.154
38079,North Dakota,NEVER,SOMETIMES,0.135
38079,North Dakota,NEVER,FREQUENTLY,0.235
38079,North Dakota,NEVER,ALWAYS,0.228
38081,North Dakota,ALWAYS,NEVER,0.081
38081,North Dakota,ALWAYS,RARELY,0.163
38081,North Dakota,ALWAYS,SOMETIMES,0.249
38081,North Dakota,ALWAYS,FREQUENTLY,0.251
38081,North Dakota,ALWAYS,ALWAYS,0.257
38083,North Dakota,FREQUENTLY,NEVER,0.203
38083,North Dakota,FREQUENTLY,RARELY,0.186
38083,North Dakota,FREQUENTLY,SOMETIMES,0.091
38083,North Dakota,FREQUENTLY,FREQUENTLY,0.285
38083,North Dakota,FREQUENTLY,ALWAYS,0.235
