date,state,cases,days
4/19/20,Delaware,2538,90
4/19/20,District of Columbia,2793,90
4/19/20,Florida,26306,90
4/19/20,Georgia,17619,90
4/19/20,Hawaii,574,90
4/19/20,Idaho,1672,90
4/19/20,Illinois,30357,90
4/19/20,Indiana,11301,90
4/19/20,Iowa,2915,90
4/19/20,Kansas,1897,90
4/19/20,Kentucky,2960,90
4/19/20,Louisiana,23928,90
4/19/20,Maine,867,90
4/19/20,Maryland,12892,90
4/19/20,Massachusetts,38077,90
4/19/20,Michigan,31349,90
4/19/20,Minnesota,2356,90
4/19/20,Mississippi,4274,90
4/19/20,Missouri,5667,90
4/19/20,Montana,433,90
4/19/20,Nebraska,1473,90
4/19/20,Nevada,3710,90
4/19/20,New Hampshire,1392,90
4/19/20,New Jersey,85301,90
4/19/20,New Mexico,1845,90
4/19/20,New York,246741,90
4/19/20,North Carolina,6493,90
4/19/20,North Dakota,585,90
4/19/20,Ohio,11602,90
4/19/20,Oklahoma,2599,90
4/19/20,Oregon,1910,90
4/19/20,Pennsylvania,32992,90
4/19/20,Rhode Island,4706,90
4/19/20,South Carolina,4377,90
4/19/20,South Dakota,1635,90
4/19/20,Tennessee,6824,90
4/19/20,Texas,19441,90
4/19/20,Utah,3071,90
4/19/20,Vermont,812,90
4/19/20,Virginia,8536,90
4/19/20,Washington,11864,90
4/19/20,West Virginia,890,90
4/19/20,Wisconsin,4346,90
4/19/20,Wyoming,422,90
4/20/20,Alabama,5078,91
4/20/20,Alaska,319,91
4/20/20,Arizona,5064,91
4/20/20,Arkansas,1971,91
4/20/20,California,33862,91
4/20/20,Colorado,10106,91
4/20/20,Connecticut,19815,91
4/20/20,Delaware,2745,91
4/20/20,District of Columbia,2927,91
4/20/20,Florida,27050,91
4/20/20,Georgia,18447,91
4/20/20,Hawaii,578,91
4/20/20,Idaho,1736,91
4/20/20,Illinois,31508,91
4/20/20,Indiana,11784,91
4/20/20,Iowa,3175,91
4/20/20,Kansas,2030,91
4/20/20,Kentucky,3050,91
4/20/20,Louisiana,24523,91
4/20/20,Maine,875,91
4/20/20,Maryland,13750,91
4/20/20,Massachusetts,39643,91
4/20/20,Michigan,31929,91
4/20/20,Minnesota,2470,91
4/20/20,Mississippi,4512,91
4/20/20,Missouri,5807,91
4/20/20,Montana,433,91
4/20/20,Nebraska,1646,91
4/20/20,Nevada,3830,91
4/20/20,New Hampshire,1447,91
4/20/20,New Jersey,88806,91
4/20/20,New Mexico,1971,91
4/20/20,New York,251608,91
4/20/20,North Carolina,6764,91
4/20/20,North Dakota,627,91
4/20/20,Ohio,12919,91
4/20/20,Oklahoma,2680,91
4/20/20,Oregon,1956,91
4/20/20,Pennsylvania,34005,91
4/20/20,Rhode Island,5090,91
4/20/20,South Carolina,4439,91
4/20/20,South Dakota,1685,91
4/20/20,Tennessee,6994,91
4/20/20,Texas,20035,91
4/20/20,Utah,3213,91
4/20/20,Vermont,816,91
4/20/20,Virginia,8989,91
4/20/20,Washington,12255,91
4/20/20,West Virginia,908,91
4/20/20,Wisconsin,4499,91
4/20/20,Wyoming,426,91
4/21/20,Alabama,5327,92
4/21/20,Alaska,327,92
4/21/20,Arizona,5251,92
4/21/20,Arkansas,2262,92
4/21/20,California,35844,92
4/21/20,Colorado,10447,92
4/21/20,Connecticut,20360,92
4/21/20,Delaware,2931,92
4/21/20,District of Columbia,3098,92
4/21/20,Florida,27861,92
4/21/20,Georgia,19189,92
4/21/20,Hawaii,580,92
4/21/20,Idaho,1766,92
4/21/20,Illinois,33059,92
4/21/20,Indiana,12214,92
4/21/20,Iowa,3641,92
4/21/20,Kansas,2114,92
4/21/20,Kentucky,3193,92
4/21/20,Louisiana,24854,92
4/21/20,Maine,888,92
4/21/20,Maryland,14261,92
4/21/20,Massachusetts,41199,92
4/21/20,Michigan,32936,92
4/21/20,Minnesota,2567,92
4/21/20,Mississippi,4716,92
4/21/20,Missouri,5941,92
4/21/20,Montana,437,92
4/21/20,Nebraska,1726,92
4/21/20,Nevada,3937,92
4/21/20,New Hampshire,1491,92
4/21/20,New Jersey,92387,92
4/21/20,New Mexico,2072,92
4/21/20,New York,255932,92
4/21/20,North Carolina,6951,92
4/21/20,North Dakota,644,92
4/21/20,Ohio,13725,92
4/21/20,Oklahoma,2807,92
4/21/20,Oregon,2002,92
4/21/20,Pennsylvania,35384,92
4/21/20,Rhode Island,5500,92
4/21/20,South Carolina,4608,92
4/21/20,South Dakota,1755,92
4/21/20,Tennessee,7317,92
4/21/20,Texas,20949,92
4/21/20,Utah,3301,92
4/21/20,Vermont,818,92
4/21/20,Virginia,9629,92
4/21/20,Washington,12410,92
4/21/20,West Virginia,929,92
4/21/20,Wisconsin,4620,92
4/21/20,Wyoming,442,92
4/22/20,Alabama,5610,93
4/22/20,Alaska,333,93
4/22/20,Arizona,5459,93
4/22/20,Arkansas,2392,93
4/22/20,California,37573,93
4/22/20,Colorado,10878,93
4/22/20,Connecticut,22469,93
4/22/20,Delaware,3200,93
4/22/20,District of Columbia,3206,93
4/22/20,Florida,28301,93
4/22/20,Georgia,20099,93
4/22/20,Hawaii,586,93
4/22/20,Idaho,1802,93
4/22/20,Illinois,35108,93
4/22/20,Indiana,12575,93
4/22/20,Iowa,3764,93
4/22/20,Kansas,2291,93
4/22/20,Kentucky,3373,93
4/22/20,Louisiana,25317,93
4/22/20,Maine,907,93
4/22/20,Maryland,14842,93
4/22/20,Massachusetts,42944,93
4/22/20,Michigan,33973,93
4/22/20,Minnesota,2721,93
4/22/20,Mississippi,4894,93
4/22/20,Missouri,6137,93
4/22/20,Montana,439,93
4/22/20,Nebraska,1826,93
4/22/20,Nevada,4081,93
4/22/20,New Hampshire,1588,93
4/22/20,New Jersey,95865,93
4/22/20,New Mexico,2210,93
4/22/20,New York,261591,93
4/22/20,North Carolina,7220,93
4/22/20,North Dakota,679,93
4/22/20,Ohio,14117,93
4/22/20,Oklahoma,2894,93
4/22/20,Oregon,2059,93
4/22/20,Pennsylvania,36763,93
4/22/20,Rhode Island,5841,93
4/22/20,South Carolina,4761,93
4/22/20,South Dakota,1858,93
4/22/20,Tennessee,7681,93
4/22/20,Texas,21769,93
4/22/20,Utah,3451,93
4/22/20,Vermont,823,93
4/22/20,Virginia,10265,93
4/22/20,Washington,12606,93
4/22/20,West Virginia,939,93
4/22/20,Wisconsin,4845,93
4/22/20,Wyoming,447,93
4/23/20,Alabama,5832,94
4/23/20,Alaska,335,94
4/23/20,Arizona,5769,94
4/23/20,Arkansas,2599,94
4/23/20,California,39534,94
4/23/20,Colorado,11262,94
4/23/20,Connecticut,23100,94
4/23/20,Delaware,3308,94
4/23/20,District of Columbia,3361,94
4/23/20,Florida,29640,94
4/23/20,Georgia,20905,94
4/23/20,Hawaii,590,94
4/23/20,Idaho,1836,94
4/23/20,Illinois,36935,94
4/23/20,Indiana,13196,94
4/23/20,Iowa,3939,94
4/23/20,Kansas,2626,94
4/23/20,Kentucky,3548,94
4/23/20,Louisiana,25798,94
4/23/20,Maine,937,94
4/23/20,Maryland,15805,94
4/23/20,Massachusetts,46023,94
4/23/20,Michigan,35253,94
4/23/20,Minnesota,2942,94
4/23/20,Mississippi,5153,94
4/23/20,Missouri,6321,94
4/23/20,Montana,442,94
4/23/20,Nebraska,2190,94
4/23/20,Nevada,4208,94
4/23/20,New Hampshire,1670,94
4/23/20,New Jersey,99989,94
4/23/20,New Mexico,2379,94
4/23/20,New York,267932,94
4/23/20,North Carolina,7608,94
4/23/20,North Dakota,709,94
4/23/20,Ohio,14694,94
4/23/20,Oklahoma,3017,94
4/23/20,Oregon,2127,94
4/23/20,Pennsylvania,38334,94
4/23/20,Rhode Island,6256,94
4/23/20,South Carolina,4917,94
4/23/20,South Dakota,1956,94
4/23/20,Tennessee,8169,94
4/23/20,Texas,22706,94
4/23/20,Utah,3621,94
4/23/20,Vermont,825,94
4/23/20,Virginia,10999,94
4/23/20,Washington,12981,94
4/23/20,West Virginia,981,94
4/23/20,Wisconsin,5052,94
4/23/20,Wyoming,453,94
4/24/20,Alabama,6026,95
4/24/20,Alaska,337,95
4/24/20,Arizona,6045,95
4/24/20,Arkansas,2810,95
4/24/20,California,41368,95
4/24/20,Colorado,12255,95
4/24/20,Connecticut,23921,95
4/24/20,Delaware,3442,95
4/24/20,District of Columbia,3528,95
4/24/20,Florida,30525,95
4/24/20,Georgia,21575,95
4/24/20,Hawaii,595,95
4/24/20,Idaho,1870,95
4/24/20,Illinois,39658,95
4/24/20,Indiana,13848,95
4/24/20,Iowa,4459,95
4/24/20,Kansas,2842,95
4/24/20,Kentucky,3779,95
4/24/20,Louisiana,26199,95
4/24/20,Maine,965,95
4/24/20,Maryland,16693,95
4/24/20,Massachusetts,50969,95
4/24/20,Michigan,36628,95
4/24/20,Minnesota,3185,95
4/24/20,Mississippi,5434,95
4/24/20,Missouri,6625,95
4/24/20,Montana,444,95
4/24/20,Nebraska,2474,95
4/24/20,Nevada,4398,95
4/24/20,New Hampshire,1720,95
4/24/20,New Jersey,102196,95
4/24/20,New Mexico,2524,95
4/24/20,New York,276218,95
4/24/20,North Carolina,8052,95
4/24/20,North Dakota,748,95
4/24/20,Ohio,15169,95
4/24/20,Oklahoma,3120,95
4/24/20,Oregon,2177,95
4/24/20,Pennsylvania,40298,95
4/24/20,Rhode Island,6699,95
4/24/20,South Carolina,5070,95
4/24/20,South Dakota,2040,95
4/24/20,Tennessee,8618,95
4/24/20,Texas,23650,95
4/24/20,Utah,3782,95
4/24/20,Vermont,827,95
4/24/20,Virginia,11595,95
4/24/20,Washington,13197,95
4/24/20,West Virginia,1010,95
4/24/20,Wisconsin,5356,95
4/24/20,Wyoming,473,95
4/25/20,Alabama,6213,96
4/25/20,Alaska,337,96
4/25/20,Arizona,6280,96
4/25/20,Arkansas,2909,96
4/25/20,California,42590,96
4/25/20,Colorado,12967,96
4/25/20,Connecticut,24582,96
4/25/20,Delaware,3576,96
4/25/20,District of Columbia,3699,96
4/25/20,Florida,30831,96
4/25/20,Georgia,22225,96
4/25/20,Hawaii,597,96
4/25/20,Idaho,1887,96
4/25/20,Illinois,41777,96
4/25/20,Indiana,14567,96
4/25/20,Iowa,5109,96
4/25/20,Kansas,3091,96
4/25/20,Kentucky,3905,96
4/25/20,Louisiana,26571,96
4/25/20,Maine,990,96
4/25/20,Maryland,17844,96
4/25/20,Massachusetts,53348,96
4/25/20,Michigan,37302,96
4/25/20,Minnesota,3446,96
4/25/20,Mississippi,5718,96
4/25/20,Missouri,6826,96
4/25/20,Montana,445,96
4/25/20,Nebraska,2898,96
4/25/20,Nevada,4539,96
4/25/20,New Hampshire,1793,96
4/25/20,New Jersey,105523,96
4/25/20,New Mexico,2662,96
4/25/20,New York,286901,96
4/25/20,North Carolina,8548,96
4/25/20,North Dakota,803,96
4/25/20,Ohio,15587,96
4/25/20,Oklahoma,3193,96
4/25/20,Oregon,2253,96
4/25/20,Pennsylvania,41626,96
4/25/20,Rhode Island,7129,96
4/25/20,South Carolina,5253,96
4/25/20,South Dakota,2147,96
4/25/20,Tennessee,8918,96
4/25/20,Texas,24494,96
4/25/20,Utah,3950,96
4/25/20,Vermont,843,96
4/25/20,Virginia,12365,96
4/25/20,Washington,13565,96
4/25/20,West Virginia,1025,96
4/25/20,Wisconsin,5687,96
4/25/20,Wyoming,477,96
4/26/20,Alabama,6421,97
4/26/20,Alaska,339,97
4/26/20,Arizona,6526,97
4/26/20,Arkansas,3001,97
4/26/20,California,43691,97
4/26/20,Colorado,13440,97
4/26/20,Connecticut,25269,97
4/26/20,Delaware,4034,97
4/26/20,District of Columbia,3841,97
4/26/20,Florida,31520,97
4/26/20,Georgia,22459,97
4/26/20,Hawaii,599,97
4/26/20,Idaho,1897,97
4/26/20,Illinois,43903,97
4/26/20,Indiana,15187,97
4/26/20,Iowa,5490,97
4/26/20,Kansas,3198,97
4/26/20,Kentucky,4074,97
4/26/20,Louisiana,26832,97
4/26/20,Maine,1015,97
4/26/20,Maryland,18664,97
4/26/20,Massachusetts,54938,97
4/26/20,Michigan,38003,97
4/26/20,Minnesota,3602,97
4/26/20,Mississippi,5911,97
4/26/20,Missouri,6997,97
4/26/20,Montana,448,97
4/26/20,Nebraska,3126,97
4/26/20,Nevada,4638,97
4/26/20,New Hampshire,1864,97
4/26/20,New Jersey,109038,97
4/26/20,New Mexico,2728,97
4/26/20,New York,292914,97
4/26/20,North Carolina,8830,97
4/26/20,North Dakota,867,97
4/26/20,Ohio,15963,97
4/26/20,Oklahoma,3253,97
4/26/20,Oregon,2311,97
4/26/20,Pennsylvania,42709,97
4/26/20,Rhode Island,7439,97
4/26/20,South Carolina,5490,97
4/26/20,South Dakota,2213,97
4/26/20,Tennessee,9435,97
4/26/20,Texas,25209,97
4/26/20,Utah,4123,97
4/26/20,Vermont,851,97
4/26/20,Virginia,12969,97
4/26/20,Washington,13744,97
4/26/20,West Virginia,1054,97
4/26/20,Wisconsin,5911,97
4/26/20,Wyoming,502,97
4/27/20,Alabama,6539,98
4/27/20,Alaska,343,98
4/27/20,Arizona,6716,98
4/27/20,Arkansas,3069,98
4/27/20,California,45208,98
4/27/20,Colorado,13804,98
4/27/20,Connecticut,25997,98
4/27/20,Delaware,4162,98
4/27/20,District of Columbia,3892,98
4/27/20,Florida,32130,98
4/27/20,Georgia,23229,98
4/27/20,Hawaii,600,98
4/27/20,Idaho,1917,98
4/27/20,Illinois,45883,98
4/27/20,Indiana,16137,98
4/27/20,Iowa,5868,98
4/27/20,Kansas,3407,98
4/27/20,Kentucky,4146,98
4/27/20,Louisiana,27111,98
4/27/20,Maine,1023,98
4/27/20,Maryland,19574,98
4/27/20,Massachusetts,56462,98
4/27/20,Michigan,38457,98
4/27/20,Minnesota,3816,98
4/27/20,Mississippi,6094,98
4/27/20,Missouri,7171,98
4/27/20,Montana,449,98
4/27/20,Nebraska,3487,98
4/27/20,Nevada,4708,98
4/27/20,New Hampshire,1938,98
4/27/20,New Jersey,111188,98
4/27/20,New Mexico,2825,98
4/27/20,New York,296991,98
4/27/20,North Carolina,9035,98
4/27/20,North Dakota,942,98
4/27/20,Ohio,16325,98
4/27/20,Oklahoma,3280,98
4/27/20,Oregon,2354,98
4/27/20,Pennsylvania,43728,98
4/27/20,Rhode Island,7708,98
4/27/20,South Carolina,5613,98
4/27/20,South Dakota,2246,98
4/27/20,Tennessee,9739,98
4/27/20,Texas,25963,98
4/27/20,Utah,4236,98
4/27/20,Vermont,855,98
4/27/20,Virginia,13534,98
4/27/20,Washington,13958,98
4/27/20,West Virginia,1078,98
4/27/20,Wisconsin,6081,98
4/27/20,Wyoming,520,98
4/28/20,Alabama,6750,99
4/28/20,Alaska,349,99
4/28/20,Arizona,6948,99
4/28/20,Arkansas,3127,99
4/28/20,California,46570,99
4/28/20,Colorado,14239,99
4/28/20,Connecticut,26312,99
4/28/20,Delaware,4575,99
4/28/20,District of Columbia,3994,99
4/28/20,Florida,32838,99
4/28/20,Georgia,23607,99
4/28/20,Hawaii,602,99
4/28/20,Idaho,1952,99
4/28/20,Illinois,48102,99
4/28/20,Indiana,16783,99
4/28/20,Iowa,6376,99
4/28/20,Kansas,3601,99
4/28/20,Kentucky,4375,99
4/28/20,Louisiana,27329,99
4/28/20,Maine,1040,99
4/28/20,Maryland,20200,99
4/28/20,Massachusetts,58302,99
4/28/20,Michigan,39469,99
4/28/20,Minnesota,4181,99
4/28/20,Mississippi,6342,99
4/28/20,Missouri,7306,99
4/28/20,Montana,451,99
4/28/20,Nebraska,3613,99
4/28/20,Nevada,4812,99
4/28/20,New Hampshire,2010,99
4/28/20,New Jersey,113856,99
4/28/20,New Mexico,2975,99
4/28/20,New York,300276,99
4/28/20,North Carolina,9568,99
4/28/20,North Dakota,991,99
4/28/20,Ohio,16769,99
4/28/20,Oklahoma,3410,99
4/28/20,Oregon,2385,99
4/28/20,Pennsylvania,45323,99
4/28/20,Rhode Island,7926,99
4/28/20,South Carolina,5735,99
4/28/20,South Dakota,2314,99
4/28/20,Tennessee,9974,99
4/28/20,Texas,26868,99
4/28/20,Utah,4343,99
4/28/20,Vermont,862,99
4/28/20,Virginia,14338,99
4/28/20,Washington,14165,99
4/28/20,West Virginia,1096,99
4/28/20,Wisconsin,6289,99
4/28/20,Wyoming,536,99
4/29/20,Alabama,6925,100
4/29/20,Alaska,353,100
4/29/20,Arizona,7202,100
4/29/20,Arkansas,3207,100
4/29/20,California,48904,100
4/29/20,Colorado,14680,100
4/29/20,Connecticut,26767,100
4/29/20,Delaware,4655,100
4/29/20,District of Columbia,4106,100
4/29/20,Florida,33185,100
4/29/20,Georgia,24300,100
4/29/20,Hawaii,605,100
4/29/20,Idaho,1984,100
4/29/20,Illinois,50355,100
4/29/20,Indiana,17409,100
4/29/20,Iowa,6843,100
4/29/20,Kansas,3811,100
4/29/20,Kentucky,4538,100
4/29/20,Louisiana,27703,100
4/29/20,Maine,1056,100
4/29/20,Maryland,20942,100
4/29/20,Massachusetts,60265,100
4/29/20,Michigan,40443,100
4/29/20,Minnesota,4644,100
4/29/20,Mississippi,6569,100
4/29/20,Missouri,7426,100
4/29/20,Montana,451,100
4/29/20,Nebraska,3876,100
4/29/20,Nevada,4934,100
4/29/20,New Hampshire,2054,100
4/29/20,New Jersey,116264,100
4/29/20,New Mexico,3213,100
4/29/20,New York,304994,100
4/29/20,North Carolina,9947,100
4/29/20,North Dakota,1033,100
4/29/20,Ohio,17303,100
4/29/20,Oklahoma,3473,100
4/29/20,Oregon,2446,100
4/29/20,Pennsylvania,46191,100
4/29/20,Rhode Island,8247,100
4/29/20,South Carolina,5881,100
4/29/20,South Dakota,2375,100
4/29/20,Tennessee,10255,100
4/29/20,Texas,27839,100
4/29/20,Utah,4499,100
4/29/20,Vermont,862,100
4/29/20,Virginia,14961,100
4/29/20,Washington,14490,100
4/29/20,West Virginia,1110,100
4/29/20,Wisconsin,6520,100
4/29/20,Wyoming,544,100
4/30/20,Alabama,7068,101
4/30/20,Alaska,353,101
4/30/20,Arizona,7648,101
4/30/20,Arkansas,3281,101
4/30/20,California,50470,101
4/30/20,Colorado,15207,101
4/30/20,Connecticut,27700,101
4/30/20,Delaware,4734,101
4/30/20,District of Columbia,4323,101
4/30/20,Florida,33683,101
4/30/20,Georgia,25431,101
4/30/20,Hawaii,609,101
4/30/20,Idaho,2016,101
4/30/20,Illinois,52918,101
4/30/20,Indiana,18099,101
4/30/20,Iowa,7145,101
4/30/20,Kansas,4305,101
4/30/20,Kentucky,4708,101
4/30/20,Louisiana,28044,101
4/30/20,Maine,1095,101
4/30/20,Maryland,21825,101
4/30/20,Massachusetts,62205,101
4/30/20,Michigan,41348,101
4/30/20,Minnesota,5136,101
4/30/20,Mississippi,6815,101
4/30/20,Missouri,7563,101
4/30/20,Montana,452,101
4/30/20,Nebraska,4332,101
4/30/20,Nevada,5053,101
4/30/20,New Hampshire,2146,101
4/30/20,New Jersey,118652,101
4/30/20,New Mexico,3411,101
4/30/20,New York,309696,101
4/30/20,North Carolina,10507,101
4/30/20,North Dakota,1067,101
4/30/20,Ohio,18027,101
4/30/20,Oklahoma,3618,101
4/30/20,Oregon,2510,101
4/30/20,Pennsylvania,48224,101
4/30/20,Rhode Island,8621,101
4/30/20,South Carolina,6095,101
4/30/20,South Dakota,2450,101
4/30/20,Tennessee,10506,101
4/30/20,Texas,29072,101
4/30/20,Utah,4672,101
4/30/20,Vermont,866,101
4/30/20,Virginia,15846,101
4/30/20,Washington,14814,101
4/30/20,West Virginia,1126,101
4/30/20,Wisconsin,6854,101
4/30/20,Wyoming,559,101
5/01/2020,Alabama,7294,102
5/01/2020,Alaska,362,102
5/01/2020,Arizona,7962,102
5/01/2020,Arkansas,3310,102
5/01/2020,California,52318,102
5/01/2020,Colorado,15661,102
5/01/2020,Connecticut,28764,102
5/01/2020,Delaware,4918,102
5/01/2020,District of Columbia,4658,102
5/01/2020,Florida,34720,102
5/01/2020,Georgia,26436,102
5/01/2020,Hawaii,610,102
5/01/2020,Idaho,2035,102
5/01/2020,Illinois,56055,102
5/01/2020,Indiana,18941,102
5/01/2020,Iowa,7883,102
5/01/2020,Kansas,4510,102
5/01/2020,Kentucky,4879,102
5/01/2020,Louisiana,28754,102
5/01/2020,Maine,1123,102
5/01/2020,Maryland,23566,102
5/01/2020,Massachusetts,64311,102
5/01/2020,Michigan,42348,102
5/01/2020,Minnesota,5730,102
5/01/2020,Mississippi,7212,102
5/01/2020,Missouri,7840,102
5/01/2020,Montana,452,102
5/01/2020,Nebraska,4838,102
5/01/2020,Nevada,5249,102
5/01/2020,New Hampshire,2310,102
5/01/2020,New Jersey,121190,102
5/01/2020,New Mexico,3513,102
5/01/2020,New York,313575,102
5/01/2020,North Carolina,10922,102
5/01/2020,North Dakota,1107,102
5/01/2020,Ohio,18743,102
5/01/2020,Oklahoma,3748,102
5/01/2020,Oregon,2579,102
5/01/2020,Pennsylvania,49764,102
5/01/2020,Rhode Island,8962,102
5/01/2020,South Carolina,6258,102
5/01/2020,South Dakota,2525,102
5/01/2020,Tennessee,11781,102
5/01/2020,Texas,30342,102
5/01/2020,Utah,4829,102
5/01/2020,Vermont,879,102
5/01/2020,Virginia,16901,102
5/01/2020,Washington,15134,102
5/01/2020,West Virginia,1152,102
5/01/2020,Wisconsin,7314,102
5/01/2020,Wyoming,566,102
5/02/2020,Alabama,7611,103
5/02/2020,Alaska,363,103
5/02/2020,Arizona,8364,103
5/02/2020,Arkansas,3372,103
5/02/2020,California,53753,103
5/02/2020,Colorado,16118,103
5/02/2020,Connecticut,29287,103
5/02/2020,Delaware,5038,103
5/02/2020,District of Columbia,4797,103
5/02/2020,Florida,35455,103
5/02/2020,Georgia,27268,103
5/02/2020,Hawaii,611,103
5/02/2020,Idaho,2061,103
5/02/2020,Illinois,58505,103
5/02/2020,Indiana,19629,103
5/02/2020,Iowa,8641,103
5/02/2020,Kansas,4863,103
5/02/2020,Kentucky,4881,103
5/02/2020,Louisiana,29183,103
5/02/2020,Maine,1152,103
5/02/2020,Maryland,24568,103
5/02/2020,Massachusetts,66263,103
5/02/2020,Michigan,43191,103
5/02/2020,Minnesota,6228,103
5/02/2020,Mississippi,7441,103
5/02/2020,Missouri,8154,103
5/02/2020,Montana,454,103
5/02/2020,Nebraska,5332,103
5/02/2020,Nevada,5390,103
5/02/2020,New Hampshire,2429,103
5/02/2020,New Jersey,123717,103
5/02/2020,New Mexico,3732,103
5/02/2020,New York,318134,103
5/02/2020,North Carolina,11514,103
5/02/2020,North Dakota,1153,103
5/02/2020,Ohio,19335,103
5/02/2020,Oklahoma,3851,103
5/02/2020,Oregon,2635,103
5/02/2020,Pennsylvania,51071,103
5/02/2020,Rhode Island,9289,103
5/02/2020,South Carolina,6489,103
5/02/2020,South Dakota,2587,103
5/02/2020,Tennessee,12376,103
5/02/2020,Texas,31433,103
5/02/2020,Utah,4981,103
5/02/2020,Vermont,886,103
5/02/2020,Virginia,17731,103
5/02/2020,Washington,15383,103
5/02/2020,West Virginia,1185,103
5/02/2020,Wisconsin,7660,103
5/02/2020,Wyoming,579,103
5/03/2020,Alabama,7888,104
5/03/2020,Alaska,366,104
5/03/2020,Arizona,8640,104
5/03/2020,Arkansas,3431,104
5/03/2020,California,55072,104
5/03/2020,Colorado,16527,104
5/03/2020,Connecticut,29287,104
5/03/2020,Delaware,5208,104
5/03/2020,District of Columbia,5016,104
5/03/2020,Florida,36070,104
5/03/2020,Georgia,27618,104
5/03/2020,Hawaii,611,104
5/03/2020,Idaho,2059,104
5/03/2020,Illinois,61499,104
5/03/2020,Indiana,20267,104
5/03/2020,Iowa,9169,104
5/03/2020,Kansas,5177,104
5/03/2020,Kentucky,5223,104
5/03/2020,Louisiana,29383,104
5/03/2020,Maine,1185,104
5/03/2020,Maryland,25561,104
5/03/2020,Massachusetts,68087,104
5/03/2020,Michigan,43803,104
5/03/2020,Minnesota,6663,104
5/03/2020,Mississippi,7550,104
5/03/2020,Missouri,8454,104
5/03/2020,Montana,454,104
5/03/2020,Nebraska,5686,104
5/03/2020,Nevada,5473,104
5/03/2020,New Hampshire,2518,104
5/03/2020,New Jersey,126744,104
5/03/2020,New Mexico,3850,104
5/03/2020,New York,321833,104
5/03/2020,North Carolina,11668,104
5/03/2020,North Dakota,1191,104
5/03/2020,Ohio,19914,104
5/03/2020,Oklahoma,3972,104
5/03/2020,Oregon,2680,104
5/03/2020,Pennsylvania,52079,104
5/03/2020,Rhode Island,9477,104
5/03/2020,South Carolina,6626,104
5/03/2020,South Dakota,2630,104
5/03/2020,Tennessee,12871,104
5/03/2020,Texas,32299,104
5/03/2020,Utah,5175,104
5/03/2020,Vermont,897,104
5/03/2020,Virginia,18671,104
5/03/2020,Washington,15943,104
5/03/2020,West Virginia,1196,104
5/03/2020,Wisconsin,7964,104
5/03/2020,Wyoming,586,104
5/04/2020,Alabama,8112,105
5/04/2020,Alaska,368,105
5/04/2020,Arizona,8919,105
5/04/2020,Arkansas,3469,105
5/04/2020,California,56333,105
5/04/2020,Colorado,16799,105
5/04/2020,Connecticut,29973,105
5/04/2020,Delaware,5288,105
5/04/2020,District of Columbia,5170,105
5/04/2020,Florida,36889,105
5/04/2020,Georgia,28350,105
5/04/2020,Hawaii,612,105
5/04/2020,Idaho,2106,105
5/04/2020,Illinois,63840,105
5/04/2020,Indiana,20855,105
5/04/2020,Iowa,9703,105
5/04/2020,Kansas,5385,105
5/04/2020,Kentucky,5370,105
5/04/2020,Louisiana,29746,105
5/04/2020,Maine,1205,105
5/04/2020,Maryland,26509,105
5/04/2020,Massachusetts,69087,105
5/04/2020,Michigan,43996,105
5/04/2020,Minnesota,7234,105
5/04/2020,Mississippi,7877,105
5/04/2020,Missouri,8776,105
5/04/2020,Montana,456,105
5/04/2020,Nebraska,6123,105
5/04/2020,Nevada,5627,105
5/04/2020,New Hampshire,2588,105
5/04/2020,New Jersey,128269,105
5/04/2020,New Mexico,4030,105
5/04/2020,New York,324357,105
5/04/2020,North Carolina,11871,105
5/04/2020,North Dakota,1225,105
5/04/2020,Ohio,20474,105
5/04/2020,Oklahoma,4044,105
5/04/2020,Oregon,2759,105
5/04/2020,Pennsylvania,52992,105
5/04/2020,Rhode Island,9652,105
5/04/2020,South Carolina,6757,105
5/04/2020,South Dakota,2667,105
5/04/2020,Tennessee,13283,105
5/04/2020,Texas,33134,105
5/04/2020,Utah,5326,105
5/04/2020,Vermont,902,105
5/04/2020,Virginia,19492,105
5/04/2020,Washington,16047,105
5/04/2020,West Virginia,1225,105
5/04/2020,Wisconsin,8236,105
5/04/2020,Wyoming,596,105
5/05/2020,Alabama,8437,106
5/05/2020,Alaska,369,106
5/05/2020,Arizona,9305,106
5/05/2020,Arkansas,3525,106
5/05/2020,California,58848,106
5/05/2020,Colorado,17256,106
5/05/2020,Connecticut,30621,106
5/05/2020,Delaware,5371,106
5/05/2020,District of Columbia,5322,106
5/05/2020,Florida,37431,106
5/05/2020,Georgia,28876,106
5/05/2020,Hawaii,615,106
5/05/2020,Idaho,2127,106
5/05/2020,Illinois,65889,106
5/05/2020,Indiana,21423,106
5/05/2020,Iowa,10111,106
5/05/2020,Kansas,5627,106
5/05/2020,Kentucky,5822,106
5/05/2020,Louisiana,30069,106
5/05/2020,Maine,1226,106
5/05/2020,Maryland,27217,106
5/05/2020,Massachusetts,70271,106
5/05/2020,Michigan,44391,106
5/05/2020,Minnesota,7851,106
5/05/2020,Mississippi,8207,106
5/05/2020,Missouri,8919,106
5/05/2020,Montana,456,106
5/05/2020,Nebraska,6442,106
5/05/2020,Nevada,5665,106
5/05/2020,New Hampshire,2636,106
5/05/2020,New Jersey,130593,106
5/05/2020,New Mexico,4137,106
5/05/2020,New York,326659,106
5/05/2020,North Carolina,12283,106
5/05/2020,North Dakota,1266,106
