date,state,cases,days
3/17/20,Alabama,39,57
3/17/20,Alaska,6,57
3/17/20,Arizona,20,57
3/17/20,Arkansas,22,57
3/17/20,California,732,57
3/17/20,Colorado,183,57
3/17/20,Connecticut,68,57
3/17/20,Delaware,16,57
3/17/20,District of Columbia,31,57
3/17/20,Florida,210,57
3/17/20,Georgia,142,57
3/17/20,Hawaii,14,57
3/17/20,Idaho,9,57
3/17/20,Illinois,159,57
3/17/20,Indiana,30,57
3/17/20,Iowa,29,57
3/17/20,Kansas,17,57
3/17/20,Kentucky,26,57
3/17/20,Louisiana,196,57
3/17/20,Maine,32,57
3/17/20,Maryland,57,57
3/17/20,Massachusetts,218,57
3/17/20,Michigan,65,57
3/17/20,Minnesota,60,57
3/17/20,Mississippi,21,57
3/17/20,Missouri,16,57
3/17/20,Montana,8,57
3/17/20,Nebraska,36,57
3/17/20,Nevada,55,57
3/17/20,New Hampshire,26,57
3/17/20,New Jersey,268,57
3/17/20,New Mexico,23,57
3/17/20,New York,1375,57
3/17/20,North Carolina,42,57
3/17/20,North Dakota,5,57
3/17/20,Ohio,67,57
3/17/20,Oklahoma,18,57
3/17/20,Oregon,66,57
3/17/20,Pennsylvania,101,57
3/17/20,Rhode Island,23,57
3/17/20,South Carolina,47,57
3/17/20,South Dakota,11,57
3/17/20,Tennessee,73,57
3/17/20,Texas,106,57
3/17/20,Utah,51,57
3/17/20,Vermont,14,57
3/17/20,Virginia,67,57
3/17/20,Washington,908,57
3/17/20,West Virginia,1,57
3/17/20,Wisconsin,72,57
3/17/20,Wyoming,15,57
3/18/20,Alabama,51,58
3/18/20,Alaska,9,58
3/18/20,Arizona,28,58
3/18/20,Arkansas,33,58
3/18/20,California,893,58
3/18/20,Colorado,216,58
3/18/20,Connecticut,96,58
3/18/20,Delaware,26,58
3/18/20,District of Columbia,36,58
3/18/20,Florida,326,58
3/18/20,Georgia,193,58
3/18/20,Hawaii,16,58
3/18/20,Idaho,11,58
3/18/20,Illinois,286,58
3/18/20,Indiana,39,58
3/18/20,Iowa,38,58
3/18/20,Kansas,22,58
3/18/20,Kentucky,35,58
3/18/20,Louisiana,280,58
3/18/20,Maine,43,58
3/18/20,Maryland,85,58
3/18/20,Massachusetts,256,58
3/18/20,Michigan,80,58
3/18/20,Minnesota,77,58
3/18/20,Mississippi,34,58
3/18/20,Missouri,21,58
3/18/20,Montana,12,58
3/18/20,Nebraska,43,58
3/18/20,Nevada,82,58
3/18/20,New Hampshire,39,58
3/18/20,New Jersey,427,58
3/18/20,New Mexico,28,58
3/18/20,New York,2387,58
3/18/20,North Carolina,66,58
3/18/20,North Dakota,7,58
3/18/20,Ohio,90,58
3/18/20,Oklahoma,29,58
3/18/20,Oregon,74,58
3/18/20,Pennsylvania,139,58
3/18/20,Rhode Island,33,58
3/18/20,South Carolina,60,58
3/18/20,South Dakota,11,58
3/18/20,Tennessee,98,58
3/18/20,Texas,166,58
3/18/20,Utah,65,58
3/18/20,Vermont,19,58
3/18/20,Virginia,78,58
3/18/20,Washington,1026,58
3/18/20,West Virginia,2,58
3/18/20,Wisconsin,106,58
3/18/20,Wyoming,17,58
3/19/20,Alabama,78,59
3/19/20,Alaska,12,59
3/19/20,Arizona,47,59
3/19/20,Arkansas,62,59
3/19/20,California,1067,59
3/19/20,Colorado,278,59
3/19/20,Connecticut,159,59
3/19/20,Delaware,30,59
3/19/20,District of Columbia,39,59
3/19/20,Florida,434,59
3/19/20,Georgia,282,59
3/19/20,Hawaii,26,59
3/19/20,Idaho,23,59
3/19/20,Illinois,420,59
3/19/20,Indiana,56,59
3/19/20,Iowa,44,59
3/19/20,Kansas,35,59
3/19/20,Kentucky,47,59
3/19/20,Louisiana,392,59
3/19/20,Maine,52,59
3/19/20,Maryland,108,59
3/19/20,Massachusetts,328,59
3/19/20,Michigan,334,59
3/19/20,Minnesota,89,59
3/19/20,Mississippi,50,59
3/19/20,Missouri,35,59
3/19/20,Montana,19,59
3/19/20,Nebraska,47,59
3/19/20,Nevada,99,59
3/19/20,New Hampshire,44,59
3/19/20,New Jersey,735,59
3/19/20,New Mexico,35,59
3/19/20,New York,4161,59
3/19/20,North Carolina,104,59
3/19/20,North Dakota,19,59
3/19/20,Ohio,120,59
3/19/20,Oklahoma,44,59
3/19/20,Oregon,87,59
3/19/20,Pennsylvania,187,59
3/19/20,Rhode Island,44,59
3/19/20,South Carolina,81,59
3/19/20,South Dakota,14,59
3/19/20,Tennessee,155,59
3/19/20,Texas,248,59
3/19/20,Utah,80,59
3/19/20,Vermont,22,59
3/19/20,Virginia,94,59
3/19/20,Washington,1228,59
3/19/20,West Virginia,5,59
3/19/20,Wisconsin,155,59
3/19/20,Wyoming,18,59
3/20/20,Alabama,106,60
3/20/20,Alaska,14,60
3/20/20,Arizona,70,60
3/20/20,Arkansas,100,60
3/20/20,California,1283,60
3/20/20,Colorado,364,60
3/20/20,Connecticut,194,60
3/20/20,Delaware,39,60
3/20/20,District of Columbia,71,60
3/20/20,Florida,564,60
3/20/20,Georgia,482,60
3/20/20,Hawaii,37,60
3/20/20,Idaho,31,60
3/20/20,Illinois,583,60
3/20/20,Indiana,81,60
3/20/20,Iowa,45,60
3/20/20,Kansas,49,60
3/20/20,Kentucky,63,60
3/20/20,Louisiana,537,60
3/20/20,Maine,57,60
3/20/20,Maryland,150,60
3/20/20,Massachusetts,413,60
3/20/20,Michigan,548,60
3/20/20,Minnesota,115,60
3/20/20,Mississippi,80,60
3/20/20,Missouri,73,60
3/20/20,Montana,19,60
3/20/20,Nebraska,53,60
3/20/20,Nevada,165,60
3/20/20,New Hampshire,55,60
3/20/20,New Jersey,896,60
3/20/20,New Mexico,43,60
3/20/20,New York,7113,60
3/20/20,North Carolina,144,60
3/20/20,North Dakota,27,60
3/20/20,Ohio,169,60
3/20/20,Oklahoma,49,60
3/20/20,Oregon,114,60
3/20/20,Pennsylvania,269,60
3/20/20,Rhode Island,44,60
3/20/20,South Carolina,126,60
3/20/20,South Dakota,14,60
3/20/20,Tennessee,237,60
3/20/20,Texas,386,60
3/20/20,Utah,112,60
3/20/20,Vermont,29,60
3/20/20,Virginia,115,60
3/20/20,Washington,1404,60
3/20/20,West Virginia,8,60
3/20/20,Wisconsin,216,60
3/20/20,Wyoming,22,60
3/21/20,Alabama,131,61
3/21/20,Alaska,21,61
3/21/20,Arizona,104,61
3/21/20,Arkansas,118,61
3/21/20,California,1544,61
3/21/20,Colorado,475,61
3/21/20,Connecticut,223,61
3/21/20,Delaware,45,61
3/21/20,District of Columbia,77,61
3/21/20,Florida,764,61
3/21/20,Georgia,552,61
3/21/20,Hawaii,48,61
3/21/20,Idaho,42,61
3/21/20,Illinois,751,61
3/21/20,Indiana,128,61
3/21/20,Iowa,68,61
3/21/20,Kansas,57,61
3/21/20,Kentucky,84,61
3/21/20,Louisiana,763,61
3/21/20,Maine,70,61
3/21/20,Maryland,195,61
3/21/20,Massachusetts,525,61
3/21/20,Michigan,787,61
3/21/20,Minnesota,138,61
3/21/20,Mississippi,140,61
3/21/20,Missouri,93,61
3/21/20,Montana,29,61
3/21/20,Nebraska,61,61
3/21/20,Nevada,165,61
3/21/20,New Hampshire,65,61
3/21/20,New Jersey,1336,61
3/21/20,New Mexico,57,61
3/21/20,New York,10371,61
3/21/20,North Carolina,184,61
3/21/20,North Dakota,28,61
3/21/20,Ohio,247,61
3/21/20,Oklahoma,53,61
3/21/20,Oregon,137,61
3/21/20,Pennsylvania,388,61
3/21/20,Rhode Island,66,61
3/21/20,South Carolina,172,61
3/21/20,South Dakota,14,61
3/21/20,Tennessee,312,61
3/21/20,Texas,547,61
3/21/20,Utah,138,61
3/21/20,Vermont,49,61
3/21/20,Virginia,152,61
3/21/20,Washington,1655,61
3/21/20,West Virginia,12,61
3/21/20,Wisconsin,281,61
3/21/20,Wyoming,24,61
3/22/20,Alabama,157,62
3/22/20,Alaska,22,62
3/22/20,Arizona,153,62
3/22/20,Arkansas,165,62
3/22/20,California,1851,62
3/22/20,Colorado,591,62
3/22/20,Connecticut,327,62
3/22/20,Delaware,56,62
3/22/20,District of Columbia,98,62
3/22/20,Florida,1000,62
3/22/20,Georgia,620,62
3/22/20,Hawaii,56,62
3/22/20,Idaho,47,62
3/22/20,Illinois,1047,62
3/22/20,Indiana,204,62
3/22/20,Iowa,90,62
3/22/20,Kansas,66,62
3/22/20,Kentucky,103,62
3/22/20,Louisiana,837,62
3/22/20,Maine,89,62
3/22/20,Maryland,245,62
3/22/20,Massachusetts,646,62
3/22/20,Michigan,1033,62
3/22/20,Minnesota,171,62
3/22/20,Mississippi,207,62
3/22/20,Missouri,130,62
3/22/20,Montana,34,62
3/22/20,Nebraska,62,62
3/22/20,Nevada,190,62
3/22/20,New Hampshire,78,62
3/22/20,New Jersey,1914,62
3/22/20,New Mexico,65,62
3/22/20,New York,15188,62
3/22/20,North Carolina,269,62
3/22/20,North Dakota,30,62
3/22/20,Ohio,351,62
3/22/20,Oklahoma,67,62
3/22/20,Oregon,161,62
3/22/20,Pennsylvania,504,62
3/22/20,Rhode Island,83,62
3/22/20,South Carolina,194,62
3/22/20,South Dakota,21,62
3/22/20,Tennessee,424,62
3/22/20,Texas,639,62
3/22/20,Utah,182,62
3/22/20,Vermont,52,62
3/22/20,Virginia,219,62
3/22/20,Washington,1844,62
3/22/20,West Virginia,16,62
3/22/20,Wisconsin,382,62
3/22/20,Wyoming,26,62
3/23/20,Alabama,196,63
3/23/20,Alaska,36,63
3/23/20,Arizona,234,63
3/23/20,Arkansas,201,63
3/23/20,California,2240,63
3/23/20,Colorado,721,63
3/23/20,Connecticut,415,63
3/23/20,Delaware,87,63
3/23/20,District of Columbia,116,63
3/23/20,Florida,1222,63
3/23/20,Georgia,800,63
3/23/20,Hawaii,77,63
3/23/20,Idaho,50,63
3/23/20,Illinois,1285,63
3/23/20,Indiana,264,63
3/23/20,Iowa,105,63
3/23/20,Kansas,82,63
3/23/20,Kentucky,124,63
3/23/20,Louisiana,1172,63
3/23/20,Maine,107,63
3/23/20,Maryland,290,63
3/23/20,Massachusetts,777,63
3/23/20,Michigan,1324,63
3/23/20,Minnesota,235,63
3/23/20,Mississippi,249,63
3/23/20,Missouri,183,63
3/23/20,Montana,45,63
3/23/20,Nebraska,73,63
3/23/20,Nevada,265,63
3/23/20,New Hampshire,101,63
3/23/20,New Jersey,2844,63
3/23/20,New Mexico,83,63
3/23/20,New York,20899,63
3/23/20,North Carolina,302,63
3/23/20,North Dakota,32,63
3/23/20,Ohio,444,63
3/23/20,Oklahoma,81,63
3/23/20,Oregon,191,63
3/23/20,Pennsylvania,644,63
3/23/20,Rhode Island,106,63
3/23/20,South Carolina,299,63
3/23/20,South Dakota,28,63
3/23/20,Tennessee,522,63
3/23/20,Texas,728,63
3/23/20,Utah,257,63
3/23/20,Vermont,75,63
3/23/20,Virginia,254,63
3/23/20,Washington,2101,63
3/23/20,West Virginia,16,63
3/23/20,Wisconsin,418,63
3/23/20,Wyoming,28,63
3/24/20,Alabama,242,64
3/24/20,Alaska,42,64
3/24/20,Arizona,326,64
3/24/20,Arkansas,231,64
3/24/20,California,2644,64
3/24/20,Colorado,912,64
3/24/20,Connecticut,618,64
3/24/20,Delaware,104,64
3/24/20,District of Columbia,137,64
3/24/20,Florida,1467,64
3/24/20,Georgia,1095,64
3/24/20,Hawaii,90,64
3/24/20,Idaho,73,64
3/24/20,Illinois,1535,64
3/24/20,Indiana,371,64
3/24/20,Iowa,124,64
3/24/20,Kansas,102,64
3/24/20,Kentucky,157,64
3/24/20,Louisiana,1388,64
3/24/20,Maine,118,64
3/24/20,Maryland,349,64
3/24/20,Massachusetts,1159,64
3/24/20,Michigan,1791,64
3/24/20,Minnesota,264,64
3/24/20,Mississippi,320,64
3/24/20,Missouri,255,64
3/24/20,Montana,51,64
3/24/20,Nebraska,77,64
3/24/20,Nevada,315,64
3/24/20,New Hampshire,108,64
3/24/20,New Jersey,3675,64
3/24/20,New Mexico,100,64
3/24/20,New York,25704,64
3/24/20,North Carolina,397,64
3/24/20,North Dakota,37,64
3/24/20,Ohio,564,64
3/24/20,Oklahoma,106,64
3/24/20,Oregon,209,64
3/24/20,Pennsylvania,851,64
3/24/20,Rhode Island,124,64
3/24/20,South Carolina,342,64
3/24/20,South Dakota,30,64
3/24/20,Tennessee,678,64
3/24/20,Texas,857,64
3/24/20,Utah,299,64
3/24/20,Vermont,95,64
3/24/20,Virginia,291,64
3/24/20,Washington,2469,64
3/24/20,West Virginia,39,64
3/24/20,Wisconsin,481,64
3/24/20,Wyoming,37,64
3/25/20,Alabama,386,65
3/25/20,Alaska,59,65
3/25/20,Arizona,402,65
3/25/20,Arkansas,307,65
3/25/20,California,3183,65
3/25/20,Colorado,1086,65
3/25/20,Connecticut,875,65
3/25/20,Delaware,119,65
3/25/20,District of Columbia,183,65
3/25/20,Florida,1971,65
3/25/20,Georgia,1385,65
3/25/20,Hawaii,95,65
3/25/20,Idaho,123,65
3/25/20,Illinois,1874,65
3/25/20,Indiana,484,65
3/25/20,Iowa,147,65
3/25/20,Kansas,134,65
3/25/20,Kentucky,198,65
3/25/20,Louisiana,1795,65
3/25/20,Maine,142,65
3/25/20,Maryland,423,65
3/25/20,Massachusetts,1838,65
3/25/20,Michigan,2293,65
3/25/20,Minnesota,289,65
3/25/20,Mississippi,376,65
3/25/20,Missouri,384,65
3/25/20,Montana,65,65
3/25/20,Nebraska,84,65
3/25/20,Nevada,405,65
3/25/20,New Hampshire,137,65
3/25/20,New Jersey,4402,65
3/25/20,New Mexico,113,65
3/25/20,New York,33117,65
3/25/20,North Carolina,562,65
3/25/20,North Dakota,45,65
3/25/20,Ohio,707,65
3/25/20,Oklahoma,164,65
3/25/20,Oregon,266,65
3/25/20,Pennsylvania,1151,65
3/25/20,Rhode Island,132,65
3/25/20,South Carolina,425,65
3/25/20,South Dakota,41,65
3/25/20,Tennessee,806,65
3/25/20,Texas,1132,65
3/25/20,Utah,346,65
3/25/20,Vermont,123,65
3/25/20,Virginia,390,65
3/25/20,Washington,2585,65
3/25/20,West Virginia,51,65
3/25/20,Wisconsin,623,65
3/25/20,Wyoming,49,65
3/26/20,Alabama,538,66
3/26/20,Alaska,69,66
3/26/20,Arizona,508,66
3/26/20,Arkansas,350,66
3/26/20,California,4060,66
3/26/20,Colorado,1432,66
3/26/20,Connecticut,1012,66
3/26/20,Delaware,143,66
3/26/20,District of Columbia,231,66
3/26/20,Florida,2478,66
3/26/20,Georgia,1641,66
3/26/20,Hawaii,106,66
3/26/20,Idaho,189,66
3/26/20,Illinois,2538,66
3/26/20,Indiana,661,66
3/26/20,Iowa,179,66
3/26/20,Kansas,173,66
3/26/20,Kentucky,248,66
3/26/20,Louisiana,2305,66
3/26/20,Maine,155,66
3/26/20,Maryland,581,66
3/26/20,Massachusetts,2417,66
3/26/20,Michigan,2877,66
3/26/20,Minnesota,346,66
3/26/20,Mississippi,486,66
3/26/20,Missouri,508,66
3/26/20,Montana,90,66
3/26/20,Nebraska,91,66
3/26/20,Nevada,535,66
3/26/20,New Hampshire,158,66
3/26/20,New Jersey,6876,66
3/26/20,New Mexico,136,66
3/26/20,New York,39058,66
3/26/20,North Carolina,639,66
3/26/20,North Dakota,58,66
3/26/20,Ohio,867,66
3/26/20,Oklahoma,248,66
3/26/20,Oregon,316,66
3/26/20,Pennsylvania,1690,66
3/26/20,Rhode Island,165,66
3/26/20,South Carolina,456,66
3/26/20,South Dakota,46,66
3/26/20,Tennessee,981,66
3/26/20,Texas,1542,66
3/26/20,Utah,402,66
3/26/20,Vermont,158,66
3/26/20,Virginia,603,66
3/26/20,Washington,3208,66
3/26/20,West Virginia,76,66
3/26/20,Wisconsin,754,66
3/26/20,Wyoming,56,66
3/27/20,Alabama,639,67
3/27/20,Alaska,85,67
3/27/20,Arizona,665,67
3/27/20,Arkansas,385,67
3/27/20,California,4915,67
3/27/20,Colorado,1735,67
3/27/20,Connecticut,1291,67
3/27/20,Delaware,165,67
3/27/20,District of Columbia,267,67
3/27/20,Florida,3198,67
3/27/20,Georgia,2198,67
3/27/20,Hawaii,120,67
3/27/20,Idaho,232,67
3/27/20,Illinois,3029,67
3/27/20,Indiana,992,67
3/27/20,Iowa,236,67
3/27/20,Kansas,213,67
3/27/20,Kentucky,302,67
3/27/20,Louisiana,2746,67
3/27/20,Maine,168,67
3/27/20,Maryland,790,67
3/27/20,Massachusetts,3240,67
3/27/20,Michigan,3655,67
3/27/20,Minnesota,398,67
3/27/20,Mississippi,579,67
3/27/20,Missouri,670,67
3/27/20,Montana,121,67
3/27/20,Nebraska,102,67
3/27/20,Nevada,621,67
3/27/20,New Hampshire,187,67
3/27/20,New Jersey,8825,67
3/27/20,New Mexico,191,67
3/27/20,New York,44746,67
3/27/20,North Carolina,784,67
3/27/20,North Dakota,68,67
3/27/20,Ohio,1144,67
3/27/20,Oklahoma,322,67
3/27/20,Oregon,415,67
3/27/20,Pennsylvania,2217,67
3/27/20,Rhode Island,203,67
3/27/20,South Carolina,542,67
3/27/20,South Dakota,58,67
3/27/20,Tennessee,1180,67
3/27/20,Texas,1971,67
3/27/20,Utah,480,67
3/27/20,Vermont,184,67
3/27/20,Virginia,605,67
3/27/20,Washington,3770,67
3/27/20,West Virginia,96,67
3/27/20,Wisconsin,930,67
3/27/20,Wyoming,74,67
3/28/20,Alabama,720,68
3/28/20,Alaska,102,68
3/28/20,Arizona,773,68
3/28/20,Arkansas,409,68
3/28/20,California,5566,68
3/28/20,Colorado,2061,68
3/28/20,Connecticut,1524,68
3/28/20,Delaware,214,68
3/28/20,District of Columbia,304,68
3/28/20,Florida,4038,68
3/28/20,Georgia,2447,68
3/28/20,Hawaii,151,68
3/28/20,Idaho,262,68
3/28/20,Illinois,3547,68
3/28/20,Indiana,1239,68
3/28/20,Iowa,298,68
3/28/20,Kansas,272,68
3/28/20,Kentucky,394,68
3/28/20,Louisiana,3315,68
3/28/20,Maine,211,68
3/28/20,Maryland,1066,68
3/28/20,Massachusetts,4257,68
3/28/20,Michigan,4634,68
3/28/20,Minnesota,442,68
3/28/20,Mississippi,669,68
3/28/20,Missouri,837,68
3/28/20,Montana,147,68
3/28/20,Nebraska,122,68
3/28/20,Nevada,738,68
3/28/20,New Hampshire,214,68
3/28/20,New Jersey,11124,68
3/28/20,New Mexico,210,68
3/28/20,New York,53517,68
3/28/20,North Carolina,972,68
3/28/20,North Dakota,93,68
3/28/20,Ohio,1406,68
3/28/20,Oklahoma,377,68
3/28/20,Oregon,480,68
3/28/20,Pennsylvania,2815,68
3/28/20,Rhode Island,239,68
3/28/20,South Carolina,661,68
3/28/20,South Dakota,68,68
3/28/20,Tennessee,1363,68
3/28/20,Texas,2381,68
3/28/20,Utah,608,68
3/28/20,Vermont,211,68
3/28/20,Virginia,739,68
3/28/20,Washington,4311,68
3/28/20,West Virginia,113,68
3/28/20,Wisconsin,1042,68
3/28/20,Wyoming,85,68
3/29/20,Alabama,830,69
3/29/20,Alaska,114,69
3/29/20,Arizona,930,69
3/29/20,Arkansas,449,69
3/29/20,California,6321,69
3/29/20,Colorado,2315,69
3/29/20,Connecticut,1993,69
3/29/20,Delaware,232,69
3/29/20,District of Columbia,342,69
3/29/20,Florida,4943,69
3/29/20,Georgia,2683,69
3/29/20,Hawaii,175,69
3/29/20,Idaho,310,69
3/29/20,Illinois,4615,69
3/29/20,Indiana,1522,69
3/29/20,Iowa,336,69
3/29/20,Kansas,333,69
3/29/20,Kentucky,439,69
3/29/20,Louisiana,3539,69
3/29/20,Maine,253,69
3/29/20,Maryland,1244,69
3/29/20,Massachusetts,4955,69
3/29/20,Michigan,5486,69
3/29/20,Minnesota,504,69
3/29/20,Mississippi,759,69
3/29/20,Missouri,902,69
3/29/20,Montana,161,69
3/29/20,Nebraska,138,69
3/29/20,Nevada,920,69
3/29/20,New Hampshire,258,69
3/29/20,New Jersey,13386,69
3/29/20,New Mexico,237,69
3/29/20,New York,59783,69
3/29/20,North Carolina,1166,69
3/29/20,North Dakota,97,69
3/29/20,Ohio,1665,69
3/29/20,Oklahoma,429,69
3/29/20,Oregon,549,69
3/29/20,Pennsylvania,3441,69
3/29/20,Rhode Island,294,69
3/29/20,South Carolina,775,69
3/29/20,South Dakota,90,69
3/29/20,Tennessee,1569,69
3/29/20,Texas,2722,69
3/29/20,Utah,719,69
3/29/20,Vermont,235,69
3/29/20,Virginia,889,69
3/29/20,Washington,4897,69
3/29/20,West Virginia,124,69
3/29/20,Wisconsin,1120,69
3/29/20,Wyoming,88,69
3/30/20,Alabama,947,70
3/30/20,Alaska,120,70
3/30/20,Arizona,1169,70
3/30/20,Arkansas,508,70
3/30/20,California,7421,70
3/30/20,Colorado,2628,70
3/30/20,Connecticut,2571,70
3/30/20,Delaware,264,70
3/30/20,District of Columbia,401,70
3/30/20,Florida,5695,70
3/30/20,Georgia,3032,70
3/30/20,Hawaii,204,70
3/30/20,Idaho,415,70
3/30/20,Illinois,5070,70
3/30/20,Indiana,1797,70
3/30/20,Iowa,424,70
3/30/20,Kansas,374,70
3/30/20,Kentucky,480,70
3/30/20,Louisiana,4024,70
3/30/20,Maine,275,70
3/30/20,Maryland,1415,70
3/30/20,Massachusetts,5752,70
3/30/20,Michigan,6508,70
3/30/20,Minnesota,576,70
3/30/20,Mississippi,848,70
3/30/20,Missouri,1049,70
3/30/20,Montana,177,70
3/30/20,Nebraska,185,70
3/30/20,Nevada,1044,70
3/30/20,New Hampshire,314,70
3/30/20,New Jersey,16636,70
3/30/20,New Mexico,282,70
3/30/20,New York,67504,70
3/30/20,North Carolina,1303,70
3/30/20,North Dakota,109,70
3/30/20,Ohio,1933,70
3/30/20,Oklahoma,481,70
3/30/20,Oregon,607,70
3/30/20,Pennsylvania,4156,70
3/30/20,Rhode Island,408,70
3/30/20,South Carolina,925,70
3/30/20,South Dakota,100,70
3/30/20,Tennessee,1721,70
3/30/20,Texas,3065,70
3/30/20,Utah,806,70
3/30/20,Vermont,256,70
3/30/20,Virginia,1020,70
3/30/20,Washington,5180,70
3/30/20,West Virginia,145,70
3/30/20,Wisconsin,1269,70
3/30/20,Wyoming,96,70
3/31/20,Alabama,999,71
3/31/20,Alaska,133,71
3/31/20,Arizona,1298,71
3/31/20,Arkansas,564,71
3/31/20,California,8583,71
3/31/20,Colorado,2990,71
3/31/20,Connecticut,3128,71
3/31/20,Delaware,319,71
3/31/20,District of Columbia,495,71
3/31/20,Florida,6742,71
3/31/20,Georgia,4116,71
3/31/20,Hawaii,224,71
3/31/20,Idaho,526,71
3/31/20,Illinois,5992,71
3/31/20,Indiana,2177,71
3/31/20,Iowa,498,71
3/31/20,Kansas,435,71
3/31/20,Kentucky,590,71
3/31/20,Louisiana,5237,71
3/31/20,Maine,303,71
3/31/20,Maryland,1662,71
3/31/20,Massachusetts,6620,71
3/31/20,Michigan,7629,71
3/31/20,Minnesota,629,71
3/31/20,Mississippi,937,71
3/31/20,Missouri,1350,71
3/31/20,Montana,198,71
3/31/20,Nebraska,199,71
3/31/20,Nevada,1113,71
3/31/20,New Hampshire,367,71
3/31/20,New Jersey,18696,71
3/31/20,New Mexico,315,71
3/31/20,New York,76211,71
3/31/20,North Carolina,1527,71
3/31/20,North Dakota,126,71
3/31/20,Ohio,2199,71
3/31/20,Oklahoma,566,71
3/31/20,Oregon,690,71
3/31/20,Pennsylvania,4997,71
3/31/20,Rhode Island,488,71
3/31/20,South Carolina,1083,71
3/31/20,South Dakota,107,71
3/31/20,Tennessee,2049,71
3/31/20,Texas,3588,71
3/31/20,Utah,887,71
3/31/20,Vermont,293,71
3/31/20,Virginia,1249,71
3/31/20,Washington,5293,71
3/31/20,West Virginia,162,71
3/31/20,Wisconsin,1351,71
3/31/20,Wyoming,121,71
4/01/2020,Alabama,1108,72
4/01/2020,Alaska,143,72
4/01/2020,Arizona,1413,72
4/01/2020,Arkansas,624,72
4/01/2020,California,9857,72
4/01/2020,Colorado,3346,72
4/01/2020,Connecticut,3557,72
4/01/2020,Delaware,368,72
4/01/2020,District of Columbia,586,72
4/01/2020,Florida,7769,72
4/01/2020,Georgia,4747,72
4/01/2020,Hawaii,258,72
4/01/2020,Idaho,669,72
4/01/2020,Illinois,6978,72
4/01/2020,Indiana,2578,72
4/01/2020,Iowa,549,72
4/01/2020,Kansas,489,72
4/01/2020,Kentucky,674,72
4/01/2020,Louisiana,6424,72
4/01/2020,Maine,344,72
4/01/2020,Maryland,1985,72
4/01/2020,Massachusetts,7738,72
4/01/2020,Michigan,9292,72
4/01/2020,Minnesota,689,72
4/01/2020,Mississippi,1073,72
4/01/2020,Missouri,1580,72
4/01/2020,Montana,219,72
4/01/2020,Nebraska,249,72
4/01/2020,Nevada,1279,72
4/01/2020,New Hampshire,415,72
4/01/2020,New Jersey,22255,72
4/01/2020,New Mexico,363,72
4/01/2020,New York,84364,72
4/01/2020,North Carolina,1591,72
4/01/2020,North Dakota,147,72
4/01/2020,Ohio,2548,72
4/01/2020,Oklahoma,719,72
4/01/2020,Oregon,737,72
4/01/2020,Pennsylvania,5805,72
4/01/2020,Rhode Island,566,72
4/01/2020,South Carolina,1293,72
4/01/2020,South Dakota,129,72
4/01/2020,Tennessee,2689,72
4/01/2020,Texas,4402,72
4/01/2020,Utah,1012,72
4/01/2020,Vermont,321,72
4/01/2020,Virginia,1511,72
4/01/2020,Washington,5589,72
4/01/2020,West Virginia,191,72
4/01/2020,Wisconsin,1552,72
4/01/2020,Wyoming,138,72
4/02/2020,Alabama,1270,73
4/02/2020,Alaska,146,73
4/02/2020,Arizona,1600,73
4/02/2020,Arkansas,683,73
4/02/2020,California,11190,73
4/02/2020,Colorado,3728,73
4/02/2020,Connecticut,3824,73
4/02/2020,Delaware,393,73
4/02/2020,District of Columbia,653,73
4/02/2020,Florida,9000,73
4/02/2020,Georgia,5444,73
4/02/2020,Hawaii,283,73
4/02/2020,Idaho,891,73
4/02/2020,Illinois,7695,73
4/02/2020,Indiana,3056,73
4/02/2020,Iowa,614,73
4/02/2020,Kansas,554,73
4/02/2020,Kentucky,747,73
4/02/2020,Louisiana,9152,73
4/02/2020,Maine,376,73
4/02/2020,Maryland,2331,73
4/02/2020,Massachusetts,8966,73
4/02/2020,Michigan,10791,73
4/02/2020,Minnesota,742,73
4/02/2020,Mississippi,1177,73
4/02/2020,Missouri,1834,73
4/02/2020,Montana,241,73
4/02/2020,Nebraska,273,73
4/02/2020,Nevada,1458,73
4/02/2020,New Hampshire,479,73
4/02/2020,New Jersey,25590,73
4/02/2020,New Mexico,403,73
4/02/2020,New York,93360,73
4/02/2020,North Carolina,1858,73
4/02/2020,North Dakota,159,73
4/02/2020,Ohio,2903,73
4/02/2020,Oklahoma,879,73
4/02/2020,Oregon,827,73
4/02/2020,Pennsylvania,7021,73
4/02/2020,Rhode Island,657,73
4/02/2020,South Carolina,1554,73
4/02/2020,South Dakota,165,73
4/02/2020,Tennessee,2868,73
4/02/2020,Texas,4952,73
4/02/2020,Utah,1077,73
4/02/2020,Vermont,338,73
4/02/2020,Virginia,1706,73
4/02/2020,Washington,6586,73
4/02/2020,West Virginia,217,73
4/02/2020,Wisconsin,1730,73
4/02/2020,Wyoming,154,73
4/03/2020,Alabama,1535,74
4/03/2020,Alaska,156,74
4/03/2020,Arizona,1769,74
4/03/2020,Arkansas,738,74
4/03/2020,California,12569,74
4/03/2020,Colorado,4182,74
4/03/2020,Connecticut,4915,74
4/03/2020,Delaware,450,74
4/03/2020,District of Columbia,757,74
4/03/2020,Florida,10260,74
4/03/2020,Georgia,5967,74
4/03/2020,Hawaii,317,74
4/03/2020,Idaho,1012,74
4/03/2020,Illinois,8904,74
4/03/2020,Indiana,3455,74
4/03/2020,Iowa,699,74
4/03/2020,Kansas,625,74
4/03/2020,Kentucky,762,74
