date,state,fips,cases,deaths
8/04/2020,Tennessee,47,4246,83
8/04/2020,Texas,48,9897,195
8/04/2020,Utah,49,1860,13
8/04/2020,Vermont,50,605,23
8/04/2020,Virgin Islands,78,46,1
8/04/2020,Virginia,51,3644,60
8/04/2020,Washington,53,9098,430
8/04/2020,West Virginia,54,483,4
8/04/2020,Wisconsin,55,2756,107
8/04/2020,Wyoming,56,230,0
9/04/2020,Alabama,1,2838,78
9/04/2020,Alaska,2,233,5
9/04/2020,Arizona,4,3018,89
9/04/2020,Arkansas,5,1146,21
9/04/2020,California,6,20191,548
9/04/2020,Colorado,8,6202,227
9/04/2020,Connecticut,9,9784,380
9/04/2020,Delaware,10,1209,23
9/04/2020,District of Columbia,11,1523,32
9/04/2020,Florida,12,16819,370
9/04/2020,Georgia,13,10885,412
9/04/2020,Guam,66,542,4
9/04/2020,Hawaii,15,440,6
9/04/2020,Idaho,16,1366,24
9/04/2020,Illinois,17,16422,534
9/04/2020,Indiana,18,6400,295
9/04/2020,Iowa,19,1270,27
9/04/2020,Kansas,20,1116,42
9/04/2020,Kentucky,21,1525,84
9/04/2020,Louisiana,22,18283,702
9/04/2020,Maine,23,560,16
9/04/2020,Maryland,24,6185,139
9/04/2020,Massachusetts,25,18941,503
9/04/2020,Michigan,26,21375,1076
9/04/2020,Minnesota,27,1242,50
9/04/2020,Mississippi,28,2260,76
9/04/2020,Missouri,29,3539,94
9/04/2020,Montana,30,354,6
9/04/2020,Nebraska,31,594,15
9/04/2020,Nevada,32,2456,82
9/04/2020,New Hampshire,33,819,21
9/04/2020,New Jersey,34,51027,1700
9/04/2020,New Mexico,35,989,17
9/04/2020,New York,36,162036,9166
9/04/2020,North Carolina,37,3651,74
9/04/2020,North Dakota,38,269,5
9/04/2020,Northern Mariana Islands,69,11,2
9/04/2020,Ohio,39,5513,213
9/04/2020,Oklahoma,40,1683,80
9/04/2020,Oregon,41,1321,44
9/04/2020,Pennsylvania,42,18379,344
9/04/2020,Puerto Rico,72,683,33
9/04/2020,Rhode Island,44,1727,43
9/04/2020,South Carolina,45,2792,67
9/04/2020,South Dakota,46,447,6
9/04/2020,Tennessee,47,4456,95
9/04/2020,Texas,48,11372,228
9/04/2020,Utah,49,1980,13
9/04/2020,Vermont,50,628,23
9/04/2020,Virgin Islands,78,50,1
9/04/2020,Virginia,51,4041,109
9/04/2020,Washington,53,9609,456
9/04/2020,West Virginia,54,524,5
9/04/2020,Wisconsin,55,2885,116
9/04/2020,Wyoming,56,303,0
10/04/2020,Alabama,1,3008,80
10/04/2020,Alaska,2,244,5
10/04/2020,Arizona,4,3112,97
10/04/2020,Arkansas,5,1202,24
10/04/2020,California,6,21366,594
10/04/2020,Colorado,8,6510,253
10/04/2020,Connecticut,9,10538,448
10/04/2020,Delaware,10,1326,32
10/04/2020,District of Columbia,11,1660,38
10/04/2020,Florida,12,17960,418
10/04/2020,Georgia,13,11859,425
10/04/2020,Guam,66,577,4
10/04/2020,Hawaii,15,463,8
10/04/2020,Idaho,16,1425,25
10/04/2020,Illinois,17,17887,607
10/04/2020,Indiana,18,6960,353
10/04/2020,Iowa,19,1388,31
10/04/2020,Kansas,20,1180,50
10/04/2020,Kentucky,21,1702,90
10/04/2020,Louisiana,22,19253,755
10/04/2020,Maine,23,586,17
10/04/2020,Maryland,24,6968,172
10/04/2020,Massachusetts,25,20974,599
10/04/2020,Michigan,26,22646,1280
10/04/2020,Minnesota,27,1335,57
10/04/2020,Mississippi,28,2469,82
10/04/2020,Missouri,29,3799,105
10/04/2020,Montana,30,365,6
10/04/2020,Nebraska,31,678,18
10/04/2020,Nevada,32,2606,86
10/04/2020,New Hampshire,33,885,22
10/04/2020,New Jersey,34,54588,1932
10/04/2020,New Mexico,35,1090,19
10/04/2020,New York,36,172830,10162
10/04/2020,North Carolina,37,3906,78
10/04/2020,North Dakota,38,278,7
10/04/2020,Northern Mariana Islands,69,11,2
10/04/2020,Ohio,39,5879,231
10/04/2020,Oklahoma,40,1794,88
10/04/2020,Oregon,41,1371,48
10/04/2020,Pennsylvania,42,20128,435
10/04/2020,Puerto Rico,72,725,39
10/04/2020,Rhode Island,44,2015,49
10/04/2020,South Carolina,45,3065,72
10/04/2020,South Dakota,46,536,6
10/04/2020,Tennessee,47,4793,104
10/04/2020,Texas,48,12291,249
10/04/2020,Utah,49,2103,17
10/04/2020,Vermont,50,679,24
10/04/2020,Virgin Islands,78,51,1
10/04/2020,Virginia,51,4509,121
10/04/2020,Washington,53,9888,483
10/04/2020,West Virginia,54,537,5
10/04/2020,Wisconsin,55,3068,131
10/04/2020,Wyoming,56,320,0
11/04/2020,Alabama,1,3262,93
11/04/2020,Alaska,2,255,6
11/04/2020,Arizona,4,3393,112
11/04/2020,Arkansas,5,1228,25
11/04/2020,California,6,22421,632
11/04/2020,Colorado,8,6893,274
11/04/2020,Connecticut,9,11510,494
11/04/2020,Delaware,10,1479,33
11/04/2020,District of Columbia,11,1778,47
11/04/2020,Florida,12,18978,445
11/04/2020,Georgia,13,12261,432
11/04/2020,Guam,66,681,5
11/04/2020,Hawaii,15,484,8
11/04/2020,Idaho,16,1438,27
11/04/2020,Illinois,17,19180,682
11/04/2020,Indiana,18,7494,389
11/04/2020,Iowa,19,1510,34
11/04/2020,Kansas,20,1282,55
11/04/2020,Kentucky,21,1851,94
11/04/2020,Louisiana,22,20014,806
11/04/2020,Maine,23,616,19
11/04/2020,Maryland,24,7694,207
11/04/2020,Massachusetts,25,22860,686
11/04/2020,Michigan,26,23855,1395
11/04/2020,Minnesota,27,1427,64
11/04/2020,Mississippi,28,2642,93
11/04/2020,Missouri,29,4024,116
11/04/2020,Montana,30,377,6
11/04/2020,Nebraska,31,718,18
11/04/2020,Nevada,32,2720,111
11/04/2020,New Hampshire,33,929,23
11/04/2020,New Jersey,34,58151,2183
11/04/2020,New Mexico,35,1174,20
11/04/2020,New York,36,182990,11159
11/04/2020,North Carolina,37,4310,86
11/04/2020,North Dakota,38,293,7
11/04/2020,Northern Mariana Islands,69,11,2
11/04/2020,Ohio,39,6251,247
11/04/2020,Oklahoma,40,1868,93
11/04/2020,Oregon,41,1447,51
11/04/2020,Pennsylvania,42,21774,515
11/04/2020,Puerto Rico,72,788,42
11/04/2020,Rhode Island,44,2349,56
11/04/2020,South Carolina,45,3207,80
11/04/2020,South Dakota,46,626,6
11/04/2020,Tennessee,47,4983,107
11/04/2020,Texas,48,13208,265
11/04/2020,Utah,49,2208,18
11/04/2020,Vermont,50,711,24
11/04/2020,Virgin Islands,78,51,1
11/04/2020,Virginia,51,5076,130
11/04/2020,Washington,53,10227,498
11/04/2020,West Virginia,54,593,6
11/04/2020,Wisconsin,55,3213,141
11/04/2020,Wyoming,56,343,0
12/04/2020,Alabama,1,3583,93
12/04/2020,Alaska,2,270,6
12/04/2020,Arizona,4,3539,117
12/04/2020,Arkansas,5,1280,27
12/04/2020,California,6,23323,676
12/04/2020,Colorado,8,7303,290
12/04/2020,Connecticut,9,12035,554
12/04/2020,Delaware,10,1625,35
12/04/2020,District of Columbia,11,1875,50
12/04/2020,Florida,12,19855,460
12/04/2020,Georgia,13,12103,438
12/04/2020,Guam,66,716,5
12/04/2020,Hawaii,15,497,9
12/04/2020,Idaho,16,1457,27
12/04/2020,Illinois,17,20852,727
12/04/2020,Indiana,18,7990,405
12/04/2020,Iowa,19,1587,41
12/04/2020,Kansas,20,1337,56
12/04/2020,Kentucky,21,1963,98
12/04/2020,Louisiana,22,20595,840
12/04/2020,Maine,23,633,19
12/04/2020,Maryland,24,8225,236
12/04/2020,Massachusetts,25,25475,756
12/04/2020,Michigan,26,24496,1488
12/04/2020,Minnesota,27,1621,70
12/04/2020,Mississippi,28,2781,96
12/04/2020,Missouri,29,4160,116
12/04/2020,Montana,30,387,6
12/04/2020,Nebraska,31,805,18
12/04/2020,Nevada,32,2860,113
12/04/2020,New Hampshire,33,985,23
12/04/2020,New Jersey,34,61850,2350
12/04/2020,New Mexico,35,1245,26
12/04/2020,New York,36,191425,12116
12/04/2020,North Carolina,37,4520,86
12/04/2020,North Dakota,38,308,8
12/04/2020,Northern Mariana Islands,69,11,2
12/04/2020,Ohio,39,6605,253
12/04/2020,Oklahoma,40,1970,96
12/04/2020,Oregon,41,1527,52
12/04/2020,Pennsylvania,42,22955,525
12/04/2020,Puerto Rico,72,897,44
12/04/2020,Rhode Island,44,2665,63
12/04/2020,South Carolina,45,3319,82
12/04/2020,South Dakota,46,729,6
12/04/2020,Tennessee,47,5144,107
12/04/2020,Texas,48,13776,288
12/04/2020,Utah,49,2305,18
12/04/2020,Vermont,50,727,26
12/04/2020,Virgin Islands,78,51,1
12/04/2020,Virginia,51,5273,141
12/04/2020,Washington,53,10414,511
12/04/2020,West Virginia,54,615,8
12/04/2020,Wisconsin,55,3341,145
12/04/2020,Wyoming,56,364,0
13/04/2020,Alabama,1,3805,104
13/04/2020,Alaska,2,275,6
13/04/2020,Arizona,4,3702,122
13/04/2020,Arkansas,5,1475,30
13/04/2020,California,6,24334,725
13/04/2020,Colorado,8,7691,308
13/04/2020,Connecticut,9,13381,602
13/04/2020,Delaware,10,1761,41
13/04/2020,District of Columbia,11,1955,52
13/04/2020,Florida,12,21011,498
13/04/2020,Georgia,13,13125,479
13/04/2020,Guam,66,719,6
13/04/2020,Hawaii,15,502,9
13/04/2020,Idaho,16,1499,33
13/04/2020,Illinois,17,22025,800
13/04/2020,Indiana,18,8300,414
13/04/2020,Iowa,19,1710,44
13/04/2020,Kansas,20,1384,63
13/04/2020,Kentucky,21,2048,106
13/04/2020,Louisiana,22,21016,884
13/04/2020,Maine,23,698,19
13/04/2020,Maryland,24,8936,262
13/04/2020,Massachusetts,25,26867,844
13/04/2020,Michigan,26,25490,1603
13/04/2020,Minnesota,27,1650,70
13/04/2020,Mississippi,28,2942,98
13/04/2020,Missouri,29,4388,136
13/04/2020,Montana,30,394,7
13/04/2020,Nebraska,31,870,19
13/04/2020,Nevada,32,3036,114
13/04/2020,New Hampshire,33,1020,23
13/04/2020,New Jersey,34,64584,2443
13/04/2020,New Mexico,35,1345,31
13/04/2020,New York,36,197973,12998
13/04/2020,North Carolina,37,4788,91
13/04/2020,North Dakota,38,331,9
13/04/2020,Northern Mariana Islands,69,11,2
13/04/2020,Ohio,39,6975,274
13/04/2020,Oklahoma,40,2069,98
13/04/2020,Oregon,41,1584,53
13/04/2020,Pennsylvania,42,24295,563
13/04/2020,Puerto Rico,72,903,45
13/04/2020,Rhode Island,44,2976,73
13/04/2020,South Carolina,45,3439,87
13/04/2020,South Dakota,46,867,6
13/04/2020,Tennessee,47,5483,114
13/04/2020,Texas,48,14487,320
13/04/2020,Utah,49,2368,18
13/04/2020,Vermont,50,748,27
13/04/2020,Virgin Islands,78,51,1
13/04/2020,Virginia,51,5746,149
13/04/2020,Washington,53,10547,525
13/04/2020,West Virginia,54,638,9
13/04/2020,Wisconsin,55,3428,155
13/04/2020,Wyoming,56,373,1
14/04/2020,Alabama,1,3953,114
14/04/2020,Alaska,2,283,7
14/04/2020,Arizona,4,3806,131
14/04/2020,Arkansas,5,1498,32
14/04/2020,California,6,25758,778
14/04/2020,Colorado,8,7941,329
14/04/2020,Connecticut,9,13989,671
14/04/2020,Delaware,10,1926,43
14/04/2020,District of Columbia,11,2058,67
14/04/2020,Florida,12,21620,570
14/04/2020,Georgia,13,13913,517
14/04/2020,Guam,66,721,6
14/04/2020,Hawaii,15,511,9
14/04/2020,Idaho,16,1538,39
14/04/2020,Illinois,17,23247,878
14/04/2020,Indiana,18,8598,458
14/04/2020,Iowa,19,1899,44
14/04/2020,Kansas,20,1440,69
14/04/2020,Kentucky,21,2210,115
14/04/2020,Louisiana,22,21518,1013
14/04/2020,Maine,23,734,20
14/04/2020,Maryland,24,9472,302
14/04/2020,Massachusetts,25,28163,957
14/04/2020,Michigan,26,26845,1767
14/04/2020,Minnesota,27,1695,79
14/04/2020,Mississippi,28,3087,111
14/04/2020,Missouri,29,4686,151
14/04/2020,Montana,30,399,7
14/04/2020,Nebraska,31,930,21
14/04/2020,Nevada,32,3137,130
14/04/2020,New Hampshire,33,1091,27
14/04/2020,New Jersey,34,68824,2805
14/04/2020,New Mexico,35,1407,36
14/04/2020,New York,36,205375,14001
14/04/2020,North Carolina,37,4992,116
14/04/2020,North Dakota,38,341,9
14/04/2020,Northern Mariana Islands,69,13,2
14/04/2020,Ohio,39,7280,324
14/04/2020,Oklahoma,40,2184,109
14/04/2020,Oregon,41,1633,55
14/04/2020,Pennsylvania,42,25591,746
14/04/2020,Puerto Rico,72,923,45
14/04/2020,Rhode Island,44,3251,80
14/04/2020,South Carolina,45,3553,97
14/04/2020,South Dakota,46,987,6
14/04/2020,Tennessee,47,5654,123
14/04/2020,Texas,48,15303,365
14/04/2020,Utah,49,2420,19
14/04/2020,Vermont,50,752,28
14/04/2020,Virgin Islands,78,51,1
14/04/2020,Virginia,51,6173,154
14/04/2020,Washington,53,10711,552
14/04/2020,West Virginia,54,697,10
14/04/2020,Wisconsin,55,3555,172
14/04/2020,Wyoming,56,373,1
15/04/2020,Alabama,1,4241,123
15/04/2020,Alaska,2,291,7
15/04/2020,Arizona,4,3962,142
15/04/2020,Arkansas,5,1599,34
15/04/2020,California,6,27107,885
15/04/2020,Colorado,8,8280,355
15/04/2020,Connecticut,9,14755,868
15/04/2020,Delaware,10,2014,46
15/04/2020,District of Columbia,11,2197,72
15/04/2020,Florida,12,22526,613
15/04/2020,Georgia,13,14583,569
15/04/2020,Guam,66,750,6
15/04/2020,Hawaii,15,524,9
15/04/2020,Idaho,16,1587,41
15/04/2020,Illinois,17,24593,958
15/04/2020,Indiana,18,9030,511
15/04/2020,Iowa,19,1995,53
15/04/2020,Kansas,20,1503,76
15/04/2020,Kentucky,21,2295,124
15/04/2020,Louisiana,22,21951,1103
15/04/2020,Maine,23,770,24
15/04/2020,Maryland,24,10096,413
15/04/2020,Massachusetts,25,29918,1108
15/04/2020,Michigan,26,27894,1920
15/04/2020,Minnesota,27,1809,87
15/04/2020,Mississippi,28,3360,122
15/04/2020,Missouri,29,4895,164
15/04/2020,Montana,30,404,7
15/04/2020,Nebraska,31,994,22
15/04/2020,Nevada,32,3212,137
15/04/2020,New Hampshire,33,1139,32
15/04/2020,New Jersey,34,71030,3156
15/04/2020,New Mexico,35,1484,36
15/04/2020,New York,36,217130,14937
15/04/2020,North Carolina,37,5123,128
15/04/2020,North Dakota,38,365,9
15/04/2020,Northern Mariana Islands,69,13,2
15/04/2020,Ohio,39,7791,361
15/04/2020,Oklahoma,40,2263,123
15/04/2020,Oregon,41,1663,58
15/04/2020,Pennsylvania,42,26804,833
15/04/2020,Puerto Rico,72,974,51
15/04/2020,Rhode Island,44,3529,87
15/04/2020,South Carolina,45,3656,107
15/04/2020,South Dakota,46,1168,6
15/04/2020,Tennessee,47,5864,135
15/04/2020,Texas,48,16106,395
15/04/2020,Utah,49,2549,20
15/04/2020,Vermont,50,759,29
15/04/2020,Virgin Islands,78,51,1
15/04/2020,Virginia,51,6502,195
15/04/2020,Washington,53,10806,572
15/04/2020,West Virginia,54,725,12
15/04/2020,Wisconsin,55,3721,184
15/04/2020,Wyoming,56,392,2
16/04/2020,Alabama,1,4404,137
16/04/2020,Alaska,2,298,7
16/04/2020,Arizona,4,4234,152
16/04/2020,Arkansas,5,1620,37
16/04/2020,California,6,28142,971
16/04/2020,Colorado,8,8675,374
16/04/2020,Connecticut,9,15884,971
16/04/2020,Delaware,10,2075,52
16/04/2020,District of Columbia,11,2350,81
16/04/2020,Florida,12,23332,667
16/04/2020,Georgia,13,15644,611
16/04/2020,Guam,66,790,6
16/04/2020,Hawaii,15,535,9
16/04/2020,Idaho,16,1609,41
16/04/2020,Illinois,17,25734,1081
16/04/2020,Indiana,18,9619,554
16/04/2020,Iowa,19,2141,60
16/04/2020,Kansas,20,1595,80
16/04/2020,Kentucky,21,2429,131
16/04/2020,Louisiana,22,22532,1156
16/04/2020,Maine,23,796,27
16/04/2020,Maryland,24,10851,459
16/04/2020,Massachusetts,25,32181,1245
16/04/2020,Michigan,26,29120,2092
16/04/2020,Minnesota,27,1912,94
16/04/2020,Mississippi,28,3624,129
16/04/2020,Missouri,29,5111,170
16/04/2020,Montana,30,415,7
16/04/2020,Nebraska,31,1094,24
16/04/2020,Nevada,32,3321,142
16/04/2020,New Hampshire,33,1211,34
16/04/2020,New Jersey,34,75317,3518
16/04/2020,New Mexico,35,1597,44
16/04/2020,New York,36,225761,15669
16/04/2020,North Carolina,37,5463,140
16/04/2020,North Dakota,38,393,9
16/04/2020,Northern Mariana Islands,69,13,2
16/04/2020,Ohio,39,8414,389
16/04/2020,Oklahoma,40,2357,131
16/04/2020,Oregon,41,1736,64
16/04/2020,Pennsylvania,42,28314,940
16/04/2020,Puerto Rico,72,1043,56
16/04/2020,Rhode Island,44,3838,105
16/04/2020,South Carolina,45,3931,109
16/04/2020,South Dakota,46,1311,7
16/04/2020,Tennessee,47,6077,142
16/04/2020,Texas,48,16928,428
16/04/2020,Utah,49,2687,21
16/04/2020,Vermont,50,768,34
16/04/2020,Virgin Islands,78,51,2
16/04/2020,Virginia,51,6891,208
16/04/2020,Washington,53,11180,588
16/04/2020,West Virginia,54,739,13
16/04/2020,Wisconsin,55,3875,197
16/04/2020,Wyoming,56,393,2
17/04/2020,Alabama,1,4572,151
17/04/2020,Alaska,2,307,7
17/04/2020,Arizona,4,4507,174
17/04/2020,Arkansas,5,1695,37
17/04/2020,California,6,29398,1050
17/04/2020,Colorado,8,9047,389
17/04/2020,Connecticut,9,16809,1036
17/04/2020,Delaware,10,2323,61
17/04/2020,District of Columbia,11,2476,86
17/04/2020,Florida,12,24745,725
17/04/2020,Georgia,13,16658,661
17/04/2020,Guam,66,796,6
17/04/2020,Hawaii,15,547,9
17/04/2020,Idaho,16,1655,43
17/04/2020,Illinois,17,27575,1142
17/04/2020,Indiana,18,10235,599
17/04/2020,Iowa,19,2332,64
17/04/2020,Kansas,20,1732,84
17/04/2020,Kentucky,21,2522,140
17/04/2020,Louisiana,22,23118,1213
17/04/2020,Maine,23,827,29
17/04/2020,Maryland,24,11641,494
17/04/2020,Massachusetts,25,34402,1404
17/04/2020,Michigan,26,29954,2227
17/04/2020,Minnesota,27,2071,111
17/04/2020,Mississippi,28,3793,140
17/04/2020,Missouri,29,5283,184
17/04/2020,Montana,30,422,8
17/04/2020,Nebraska,31,1216,24
17/04/2020,Nevada,32,3524,151
17/04/2020,New Hampshire,33,1287,37
17/04/2020,New Jersey,34,78467,3840
17/04/2020,New Mexico,35,1711,51
17/04/2020,New York,36,233293,16473
17/04/2020,North Carolina,37,5859,159
17/04/2020,North Dakota,38,439,9
17/04/2020,Northern Mariana Islands,69,14,2
17/04/2020,Ohio,39,9107,418
17/04/2020,Oklahoma,40,2465,136
17/04/2020,Oregon,41,1785,70
17/04/2020,Pennsylvania,42,30121,1027
17/04/2020,Puerto Rico,72,1068,58
17/04/2020,Rhode Island,44,4177,118
17/04/2020,South Carolina,45,4086,116
17/04/2020,South Dakota,46,1411,7
17/04/2020,Tennessee,47,6423,146
17/04/2020,Texas,48,18131,461
17/04/2020,Utah,49,2813,23
17/04/2020,Vermont,50,779,34
17/04/2020,Virgin Islands,78,53,3
17/04/2020,Virginia,51,7492,238
17/04/2020,Washington,53,11479,610
17/04/2020,West Virginia,54,776,16
17/04/2020,Wisconsin,55,4045,205
17/04/2020,Wyoming,56,401,2
18/04/2020,Alabama,1,4723,147
18/04/2020,Alaska,2,312,7
18/04/2020,Arizona,4,4719,181
18/04/2020,Arkansas,5,1777,38
18/04/2020,California,6,30829,1146
18/04/2020,Colorado,8,9433,409
18/04/2020,Connecticut,9,17550,1086
18/04/2020,Delaware,10,2538,67
18/04/2020,District of Columbia,11,2666,91
18/04/2020,Florida,12,25484,747
18/04/2020,Georgia,13,17014,670
18/04/2020,Guam,66,805,6
18/04/2020,Hawaii,15,568,9
18/04/2020,Idaho,16,1668,44
18/04/2020,Illinois,17,29160,1272
18/04/2020,Indiana,18,10730,633
18/04/2020,Iowa,19,2513,74
18/04/2020,Kansas,20,1820,86
18/04/2020,Kentucky,21,2707,145
18/04/2020,Louisiana,22,23580,1267
18/04/2020,Maine,23,847,32
18/04/2020,Maryland,24,12379,534
18/04/2020,Massachusetts,25,36372,1560
18/04/2020,Michigan,26,30718,2307
18/04/2020,Minnesota,27,2213,121
18/04/2020,Mississippi,28,3974,152
18/04/2020,Missouri,29,5517,194
18/04/2020,Montana,30,426,10
18/04/2020,Nebraska,31,1348,28
18/04/2020,Nevada,32,3626,155
18/04/2020,New Hampshire,33,1342,38
18/04/2020,New Jersey,34,81420,4070
18/04/2020,New Mexico,35,1798,53
18/04/2020,New York,36,240542,17141
18/04/2020,North Carolina,37,6140,175
18/04/2020,North Dakota,38,528,9
18/04/2020,Northern Mariana Islands,69,14,2
18/04/2020,Ohio,39,10222,451
18/04/2020,Oklahoma,40,2570,139
18/04/2020,Oregon,41,1844,72
18/04/2020,Pennsylvania,42,31742,1150
18/04/2020,Puerto Rico,72,1118,60
18/04/2020,Rhode Island,44,4491,137
18/04/2020,South Carolina,45,4246,119
18/04/2020,South Dakota,46,1541,7
18/04/2020,Tennessee,47,6624,148
18/04/2020,Texas,48,18927,487
18/04/2020,Utah,49,2942,25
18/04/2020,Vermont,50,803,36
18/04/2020,Virgin Islands,78,53,3
18/04/2020,Virginia,51,8053,258
18/04/2020,Washington,53,11850,629
18/04/2020,West Virginia,54,825,18
18/04/2020,Wisconsin,55,4199,212
18/04/2020,Wyoming,56,412,2
19/04/2020,Alabama,1,4903,160
19/04/2020,Alaska,2,317,7
19/04/2020,Arizona,4,4929,188
19/04/2020,Arkansas,5,1781,39
19/04/2020,California,6,31544,1176
19/04/2020,Colorado,8,9730,421
19/04/2020,Connecticut,9,17962,1127
19/04/2020,Delaware,10,2538,67
19/04/2020,District of Columbia,11,2793,96
19/04/2020,Florida,12,26306,773
19/04/2020,Georgia,13,17619,682
19/04/2020,Guam,66,808,6
19/04/2020,Hawaii,15,574,10
19/04/2020,Idaho,16,1672,45
19/04/2020,Illinois,17,30357,1302
19/04/2020,Indiana,18,11301,652
19/04/2020,Iowa,19,2915,75
19/04/2020,Kansas,20,1897,94
19/04/2020,Kentucky,21,2960,149
19/04/2020,Louisiana,22,23928,1296
19/04/2020,Maine,23,867,34
19/04/2020,Maryland,24,12892,548
19/04/2020,Massachusetts,25,38077,1706
19/04/2020,Michigan,26,31349,2389
19/04/2020,Minnesota,27,2356,134
19/04/2020,Mississippi,28,4274,159
19/04/2020,Missouri,29,5667,196
19/04/2020,Montana,30,433,10
19/04/2020,Nebraska,31,1473,28
19/04/2020,Nevada,32,3710,158
19/04/2020,New Hampshire,33,1392,41
19/04/2020,New Jersey,34,85301,4202
19/04/2020,New Mexico,35,1845,55
19/04/2020,New York,36,246741,17793
19/04/2020,North Carolina,37,6493,183
19/04/2020,North Dakota,38,585,10
19/04/2020,Northern Mariana Islands,69,14,2
19/04/2020,Ohio,39,11602,471
19/04/2020,Oklahoma,40,2599,140
19/04/2020,Oregon,41,1910,74
19/04/2020,Pennsylvania,42,32992,1285
19/04/2020,Puerto Rico,72,1213,41
19/04/2020,Rhode Island,44,4706,150
19/04/2020,South Carolina,45,4377,120
19/04/2020,South Dakota,46,1635,7
19/04/2020,Tennessee,47,6824,151
19/04/2020,Texas,48,19441,503
19/04/2020,Utah,49,3071,27
19/04/2020,Vermont,50,812,36
19/04/2020,Virgin Islands,78,53,3
19/04/2020,Virginia,51,8536,277
19/04/2020,Washington,53,11864,637
19/04/2020,West Virginia,54,890,20
19/04/2020,Wisconsin,55,4346,222
19/04/2020,Wyoming,56,422,2
20/04/2020,Alabama,1,5078,164
20/04/2020,Alaska,2,319,7
20/04/2020,Arizona,4,5064,191
20/04/2020,Arkansas,5,1971,42
20/04/2020,California,6,33862,1223
20/04/2020,Colorado,8,10106,448
20/04/2020,Connecticut,9,19815,1331
20/04/2020,Delaware,10,2745,72
20/04/2020,District of Columbia,11,2927,105
20/04/2020,Florida,12,27050,822
20/04/2020,Georgia,13,18447,767
20/04/2020,Guam,66,811,6
20/04/2020,Hawaii,15,578,10
20/04/2020,Idaho,16,1736,48
20/04/2020,Illinois,17,31508,1359
20/04/2020,Indiana,18,11784,666
20/04/2020,Iowa,19,3175,79
20/04/2020,Kansas,20,2030,101
20/04/2020,Kentucky,21,3050,155
20/04/2020,Louisiana,22,24523,1328
20/04/2020,Maine,23,875,35
20/04/2020,Maryland,24,13750,582
20/04/2020,Massachusetts,25,39643,1809
20/04/2020,Michigan,26,31929,2466
20/04/2020,Minnesota,27,2470,143
20/04/2020,Mississippi,28,4512,169
20/04/2020,Missouri,29,5807,201
20/04/2020,Montana,30,433,12
20/04/2020,Nebraska,31,1646,33
20/04/2020,Nevada,32,3830,163
20/04/2020,New Hampshire,33,1447,42
20/04/2020,New Jersey,34,88806,4377
20/04/2020,New Mexico,35,1971,58
20/04/2020,New York,36,251608,18412
20/04/2020,North Carolina,37,6764,187
20/04/2020,North Dakota,38,627,13
20/04/2020,Northern Mariana Islands,69,14,2
20/04/2020,Ohio,39,12919,509
20/04/2020,Oklahoma,40,2680,143
20/04/2020,Oregon,41,1956,75
20/04/2020,Pennsylvania,42,34005,1366
20/04/2020,Puerto Rico,72,1252,42
20/04/2020,Rhode Island,44,5090,155
20/04/2020,South Carolina,45,4439,124
20/04/2020,South Dakota,46,1685,7
20/04/2020,Tennessee,47,6994,156
20/04/2020,Texas,48,20035,523
20/04/2020,Utah,49,3213,28
20/04/2020,Vermont,50,816,37
20/04/2020,Virgin Islands,78,54,3
20/04/2020,Virginia,51,8989,300
20/04/2020,Washington,53,12255,661
20/04/2020,West Virginia,54,908,26
20/04/2020,Wisconsin,55,4499,231
20/04/2020,Wyoming,56,426,2
21/04/2020,Alabama,1,5327,186
21/04/2020,Alaska,2,327,7
21/04/2020,Arizona,4,5251,213
21/04/2020,Arkansas,5,2262,43
21/04/2020,California,6,35844,1316
21/04/2020,Colorado,8,10447,484
21/04/2020,Connecticut,9,20360,1423
21/04/2020,Delaware,10,2931,82
21/04/2020,District of Columbia,11,3098,112
21/04/2020,Florida,12,27861,866
21/04/2020,Georgia,13,19189,810
21/04/2020,Guam,66,852,6
21/04/2020,Hawaii,15,580,12
21/04/2020,Idaho,16,1766,51
21/04/2020,Illinois,17,33059,1479
21/04/2020,Indiana,18,12214,731
21/04/2020,Iowa,19,3641,83
21/04/2020,Kansas,20,2114,107
21/04/2020,Kentucky,21,3193,172
21/04/2020,Louisiana,22,24854,1405
21/04/2020,Maine,23,888,36
21/04/2020,Maryland,24,14261,652
21/04/2020,Massachusetts,25,41199,1961
21/04/2020,Michigan,26,32936,2698
21/04/2020,Minnesota,27,2567,160
21/04/2020,Mississippi,28,4716,183
21/04/2020,Missouri,29,5941,221
21/04/2020,Montana,30,437,12
21/04/2020,Nebraska,31,1726,38
21/04/2020,Nevada,32,3937,163
21/04/2020,New Hampshire,33,1491,42
21/04/2020,New Jersey,34,92387,4753
21/04/2020,New Mexico,35,2072,65
21/04/2020,New York,36,255932,19040
21/04/2020,North Carolina,37,6951,217
21/04/2020,North Dakota,38,644,13
21/04/2020,Northern Mariana Islands,69,14,2
21/04/2020,Ohio,39,13725,557
21/04/2020,Oklahoma,40,2807,164
21/04/2020,Oregon,41,2002,78
21/04/2020,Pennsylvania,42,35384,1620
21/04/2020,Puerto Rico,72,915,43
21/04/2020,Rhode Island,44,5500,171
21/04/2020,South Carolina,45,4608,135
21/04/2020,South Dakota,46,1755,8
21/04/2020,Tennessee,47,7317,159
21/04/2020,Texas,48,20949,552
21/04/2020,Utah,49,3301,32
21/04/2020,Vermont,50,818,39
