date,state,fips,cases,deaths
14/05/2020,Florida,12,43202,1874
14/05/2020,Georgia,13,34422,1521
14/05/2020,Guam,66,1121,6
14/05/2020,Hawaii,15,627,17
14/05/2020,Idaho,16,2352,72
14/05/2020,Illinois,17,88081,3945
14/05/2020,Indiana,18,26627,1646
14/05/2020,Iowa,19,13675,318
14/05/2020,Kansas,20,7668,181
14/05/2020,Kentucky,21,7397,341
14/05/2020,Louisiana,22,33555,2417
14/05/2020,Maine,23,1565,69
14/05/2020,Maryland,24,36021,1866
14/05/2020,Massachusetts,25,82182,5482
14/05/2020,Michigan,26,49489,4787
14/05/2020,Minnesota,27,13443,672
14/05/2020,Mississippi,28,10483,480
14/05/2020,Missouri,29,10490,564
14/05/2020,Montana,30,462,16
14/05/2020,Nebraska,31,9411,117
14/05/2020,Nevada,32,6604,339
14/05/2020,New Hampshire,33,3382,151
14/05/2020,New Jersey,34,142704,9946
14/05/2020,New Mexico,35,5503,242
14/05/2020,New York,36,348192,27617
14/05/2020,North Carolina,37,16593,632
14/05/2020,North Dakota,38,1712,40
14/05/2020,Northern Mariana Islands,69,19,2
14/05/2020,Ohio,39,26363,1534
14/05/2020,Oklahoma,40,4962,284
14/05/2020,Oregon,41,3479,137
14/05/2020,Pennsylvania,42,63158,4298
14/05/2020,Puerto Rico,72,2427,117
14/05/2020,Rhode Island,44,12016,468
14/05/2020,South Carolina,45,8189,371
14/05/2020,South Dakota,46,3792,43
14/05/2020,Tennessee,47,16588,284
14/05/2020,Texas,48,45169,1256
14/05/2020,Utah,49,6760,76
14/05/2020,Vermont,50,932,53
14/05/2020,Virgin Islands,78,69,6
14/05/2020,Virginia,51,27813,955
14/05/2020,Washington,53,18861,991
14/05/2020,West Virginia,54,1435,62
14/05/2020,Wisconsin,55,11280,434
14/05/2020,Wyoming,56,701,7
15/05/2020,Alabama,1,11373,483
15/05/2020,Alaska,2,388,8
15/05/2020,Arizona,4,13169,651
15/05/2020,Arkansas,5,4463,98
15/05/2020,California,6,77015,3192
15/05/2020,Colorado,8,21207,1150
15/05/2020,Connecticut,9,36085,3285
15/05/2020,Delaware,10,7373,271
15/05/2020,District of Columbia,11,6871,368
15/05/2020,Florida,12,44130,1916
15/05/2020,Georgia,13,35242,1563
15/05/2020,Guam,66,1123,6
15/05/2020,Hawaii,15,628,17
15/05/2020,Idaho,16,2389,73
15/05/2020,Illinois,17,90528,4075
15/05/2020,Indiana,18,27281,1691
15/05/2020,Iowa,19,14049,336
15/05/2020,Kansas,20,8006,187
15/05/2020,Kentucky,21,7578,343
15/05/2020,Louisiana,22,33903,2448
15/05/2020,Maine,23,1603,69
15/05/2020,Maryland,24,37105,1911
15/05/2020,Massachusetts,25,83421,5592
15/05/2020,Michigan,26,49982,4825
15/05/2020,Minnesota,27,14240,692
15/05/2020,Mississippi,28,10801,493
15/05/2020,Missouri,29,10567,579
15/05/2020,Montana,30,466,16
15/05/2020,Nebraska,31,9766,122
15/05/2020,Nevada,32,6733,345
15/05/2020,New Hampshire,33,3464,159
15/05/2020,New Jersey,34,143905,10138
15/05/2020,New Mexico,35,5662,253
15/05/2020,New York,36,350951,27755
15/05/2020,North Carolina,37,17190,660
15/05/2020,North Dakota,38,1761,42
15/05/2020,Northern Mariana Islands,69,19,2
15/05/2020,Ohio,39,26956,1581
15/05/2020,Oklahoma,40,5086,285
15/05/2020,Oregon,41,3541,137
15/05/2020,Pennsylvania,42,64178,4432
15/05/2020,Puerto Rico,72,2542,122
15/05/2020,Rhode Island,44,12219,479
15/05/2020,South Carolina,45,8407,380
15/05/2020,South Dakota,46,3887,44
15/05/2020,Tennessee,47,16917,288
15/05/2020,Texas,48,46987,1300
15/05/2020,Utah,49,6930,77
15/05/2020,Vermont,50,933,53
15/05/2020,Virgin Islands,78,69,6
15/05/2020,Virginia,51,28672,977
15/05/2020,Washington,53,19131,1008
15/05/2020,West Virginia,54,1448,64
15/05/2020,Wisconsin,55,11854,445
15/05/2020,Wyoming,56,716,7
16/05/2020,Alabama,1,11674,485
16/05/2020,Alaska,2,392,8
16/05/2020,Arizona,4,13631,679
16/05/2020,Arkansas,5,4578,98
16/05/2020,California,6,78933,3254
16/05/2020,Colorado,8,21604,1192
16/05/2020,Connecticut,9,36703,3339
16/05/2020,Delaware,10,7547,286
16/05/2020,District of Columbia,11,7042,375
16/05/2020,Florida,12,44803,1963
16/05/2020,Georgia,13,35655,1573
16/05/2020,Guam,66,1123,6
16/05/2020,Hawaii,15,629,17
16/05/2020,Idaho,16,2419,73
16/05/2020,Illinois,17,92669,4149
16/05/2020,Indiana,18,27919,1741
16/05/2020,Iowa,19,14328,346
16/05/2020,Kansas,20,8059,189
16/05/2020,Kentucky,21,7773,346
16/05/2020,Louisiana,22,34183,2479
16/05/2020,Maine,23,1648,70
16/05/2020,Maryland,24,38083,1957
16/05/2020,Massachusetts,25,84933,5705
16/05/2020,Michigan,26,50416,4880
16/05/2020,Minnesota,27,14969,709
16/05/2020,Mississippi,28,11123,510
16/05/2020,Missouri,29,10794,593
16/05/2020,Montana,30,468,16
16/05/2020,Nebraska,31,10220,129
16/05/2020,Nevada,32,6810,349
16/05/2020,New Hampshire,33,3556,171
16/05/2020,New Jersey,34,145089,10249
16/05/2020,New Mexico,35,5847,259
16/05/2020,New York,36,353136,27953
16/05/2020,North Carolina,37,18009,671
16/05/2020,North Dakota,38,1848,42
16/05/2020,Northern Mariana Islands,69,21,2
16/05/2020,Ohio,39,27476,1610
16/05/2020,Oklahoma,40,5237,288
16/05/2020,Oregon,41,3612,137
16/05/2020,Pennsylvania,42,65228,4490
16/05/2020,Puerto Rico,72,2589,122
16/05/2020,Rhode Island,44,12434,489
16/05/2020,South Carolina,45,8661,380
16/05/2020,South Dakota,46,3959,44
16/05/2020,Tennessee,47,17204,292
16/05/2020,Texas,48,47866,1330
16/05/2020,Utah,49,7068,78
16/05/2020,Vermont,50,934,53
16/05/2020,Virgin Islands,78,69,6
16/05/2020,Virginia,51,29683,1002
16/05/2020,Washington,53,19336,1015
16/05/2020,West Virginia,54,1470,65
16/05/2020,Wisconsin,55,12368,453
16/05/2020,Wyoming,56,741,7
17/05/2020,Alabama,1,11771,488
17/05/2020,Alaska,2,396,8
17/05/2020,Arizona,4,13937,680
17/05/2020,Arkansas,5,4759,98
17/05/2020,California,6,80366,3290
17/05/2020,Colorado,8,21909,1215
17/05/2020,Connecticut,9,37419,3408
17/05/2020,Delaware,10,7670,290
17/05/2020,District of Columbia,11,7123,383
17/05/2020,Florida,12,45580,1972
17/05/2020,Georgia,13,35954,1584
17/05/2020,Guam,66,1123,6
17/05/2020,Hawaii,15,630,17
17/05/2020,Idaho,16,2421,73
17/05/2020,Illinois,17,94360,4198
17/05/2020,Indiana,18,28419,1751
17/05/2020,Iowa,19,14651,351
17/05/2020,Kansas,20,8066,189
17/05/2020,Kentucky,21,7793,346
17/05/2020,Louisiana,22,34498,2491
17/05/2020,Maine,23,1687,70
17/05/2020,Maryland,24,38920,1992
17/05/2020,Massachusetts,25,86010,5797
17/05/2020,Michigan,26,51054,4891
17/05/2020,Minnesota,27,15677,731
17/05/2020,Mississippi,28,11296,521
17/05/2020,Missouri,29,11069,601
17/05/2020,Montana,30,468,16
17/05/2020,Nebraska,31,10348,129
17/05/2020,Nevada,32,6935,350
17/05/2020,New Hampshire,33,3596,172
17/05/2020,New Jersey,34,146334,10356
17/05/2020,New Mexico,35,5938,265
17/05/2020,New York,36,355037,28168
17/05/2020,North Carolina,37,18537,679
17/05/2020,North Dakota,38,1900,43
17/05/2020,Northern Mariana Islands,69,21,2
17/05/2020,Ohio,39,27925,1625
17/05/2020,Oklahoma,40,5310,288
17/05/2020,Oregon,41,3623,137
17/05/2020,Pennsylvania,42,65745,4504
17/05/2020,Puerto Rico,72,2646,123
17/05/2020,Rhode Island,44,12674,499
17/05/2020,South Carolina,45,8816,385
17/05/2020,South Dakota,46,3987,44
17/05/2020,Tennessee,47,17391,293
17/05/2020,Texas,48,48828,1356
17/05/2020,Utah,49,7238,80
17/05/2020,Vermont,50,940,54
17/05/2020,Virgin Islands,78,69,6
17/05/2020,Virginia,51,30388,1009
17/05/2020,Washington,53,19514,1016
17/05/2020,West Virginia,54,1492,67
17/05/2020,Wisconsin,55,12571,453
17/05/2020,Wyoming,56,754,8
18/05/2020,Alabama,1,12086,489
18/05/2020,Alaska,2,399,8
18/05/2020,Arizona,4,14170,686
18/05/2020,Arkansas,5,4813,100
18/05/2020,California,6,81943,3322
18/05/2020,Colorado,8,22174,1224
18/05/2020,Connecticut,9,38116,3449
18/05/2020,Delaware,10,7869,297
18/05/2020,District of Columbia,11,7270,392
18/05/2020,Florida,12,46434,1996
18/05/2020,Georgia,13,36634,1624
18/05/2020,Guam,66,1123,6
18/05/2020,Hawaii,15,630,17
18/05/2020,Idaho,16,2455,74
18/05/2020,Illinois,17,96778,4257
18/05/2020,Indiana,18,28897,1765
18/05/2020,Iowa,19,14955,355
18/05/2020,Kansas,20,8439,190
18/05/2020,Kentucky,21,8041,354
18/05/2020,Louisiana,22,34832,2563
18/05/2020,Maine,23,1713,71
18/05/2020,Maryland,24,39882,2023
18/05/2020,Massachusetts,25,87052,5862
18/05/2020,Michigan,26,51853,4915
18/05/2020,Minnesota,27,16372,740
18/05/2020,Mississippi,28,11432,528
18/05/2020,Missouri,29,11225,609
18/05/2020,Montana,30,470,16
18/05/2020,Nebraska,31,10625,132
18/05/2020,Nevada,32,7059,364
18/05/2020,New Hampshire,33,3652,172
18/05/2020,New Jersey,34,148039,10435
18/05/2020,New Mexico,35,6096,270
18/05/2020,New York,36,356278,28302
18/05/2020,North Carolina,37,19121,684
18/05/2020,North Dakota,38,1931,44
18/05/2020,Northern Mariana Islands,69,21,2
18/05/2020,Ohio,39,28455,1657
18/05/2020,Oklahoma,40,5398,288
18/05/2020,Oregon,41,3687,138
18/05/2020,Pennsylvania,42,66676,4560
18/05/2020,Puerto Rico,72,2710,124
18/05/2020,Rhode Island,44,12795,506
18/05/2020,South Carolina,45,8942,391
18/05/2020,South Dakota,46,4027,44
18/05/2020,Tennessee,47,17767,296
18/05/2020,Texas,48,49788,1362
18/05/2020,Utah,49,7384,80
18/05/2020,Vermont,50,940,54
18/05/2020,Virgin Islands,78,69,6
18/05/2020,Virginia,51,31140,1014
18/05/2020,Washington,53,19756,1020
18/05/2020,West Virginia,54,1502,68
18/05/2020,Wisconsin,55,12722,459
18/05/2020,Wyoming,56,766,10
19/05/2020,Alabama,1,12376,504
19/05/2020,Alaska,2,399,8
19/05/2020,Arizona,4,14566,704
19/05/2020,Arkansas,5,4923,102
19/05/2020,California,6,83981,3422
19/05/2020,Colorado,8,22454,1257
19/05/2020,Connecticut,9,38430,3472
19/05/2020,Delaware,10,8037,304
19/05/2020,District of Columbia,11,7434,400
19/05/2020,Florida,12,46936,2051
19/05/2020,Georgia,13,37214,1650
19/05/2020,Guam,66,1123,6
19/05/2020,Hawaii,15,631,17
19/05/2020,Idaho,16,2476,77
19/05/2020,Illinois,17,98298,4399
19/05/2020,Indiana,18,29402,1824
19/05/2020,Iowa,19,15296,367
19/05/2020,Kansas,20,8488,193
19/05/2020,Kentucky,21,8205,369
19/05/2020,Louisiana,22,35161,2581
19/05/2020,Maine,23,1741,73
19/05/2020,Maryland,24,41664,2081
19/05/2020,Massachusetts,25,87925,5938
19/05/2020,Michigan,26,52337,5017
19/05/2020,Minnesota,27,17038,757
19/05/2020,Mississippi,28,11704,554
19/05/2020,Missouri,29,11369,631
19/05/2020,Montana,30,471,16
19/05/2020,Nebraska,31,10846,136
19/05/2020,Nevada,32,7169,373
19/05/2020,New Hampshire,33,3721,182
19/05/2020,New Jersey,34,149013,10586
19/05/2020,New Mexico,35,6192,276
19/05/2020,New York,36,357757,28437
19/05/2020,North Carolina,37,19762,711
19/05/2020,North Dakota,38,1994,45
19/05/2020,Northern Mariana Islands,69,21,2
19/05/2020,Ohio,39,28953,1720
19/05/2020,Oklahoma,40,5489,294
19/05/2020,Oregon,41,3726,140
19/05/2020,Pennsylvania,42,67404,4675
19/05/2020,Puerto Rico,72,2805,124
19/05/2020,Rhode Island,44,12951,532
19/05/2020,South Carolina,45,9056,399
19/05/2020,South Dakota,46,4085,46
19/05/2020,Tennessee,47,18301,301
19/05/2020,Texas,48,51080,1405
19/05/2020,Utah,49,7530,88
19/05/2020,Vermont,50,944,54
19/05/2020,Virgin Islands,78,69,6
19/05/2020,Virginia,51,32145,1041
19/05/2020,Washington,53,19988,1042
19/05/2020,West Virginia,54,1514,68
19/05/2020,Wisconsin,55,13001,467
19/05/2020,Wyoming,56,776,10
20/05/2020,Alabama,1,13052,522
20/05/2020,Alaska,2,402,8
20/05/2020,Arizona,4,14897,747
20/05/2020,Arkansas,5,5003,107
20/05/2020,California,6,86125,3514
20/05/2020,Colorado,8,22769,1299
20/05/2020,Connecticut,9,39017,3529
20/05/2020,Delaware,10,8194,310
20/05/2020,District of Columbia,11,7551,407
20/05/2020,Florida,12,47463,2095
20/05/2020,Georgia,13,38162,1672
20/05/2020,Guam,66,1134,6
20/05/2020,Hawaii,15,633,17
20/05/2020,Idaho,16,2506,77
20/05/2020,Illinois,17,100713,4547
20/05/2020,Indiana,18,29986,1864
20/05/2020,Iowa,19,15868,400
20/05/2020,Kansas,20,8661,197
20/05/2020,Kentucky,21,8336,381
20/05/2020,Louisiana,22,35439,2608
20/05/2020,Maine,23,1819,73
20/05/2020,Maryland,24,42442,2123
20/05/2020,Massachusetts,25,88970,6066
20/05/2020,Michigan,26,52988,5060
20/05/2020,Minnesota,27,17679,786
20/05/2020,Mississippi,28,11967,570
20/05/2020,Missouri,29,11510,643
20/05/2020,Montana,30,478,16
20/05/2020,Nebraska,31,11119,141
20/05/2020,Nevada,32,7301,378
20/05/2020,New Hampshire,33,3868,190
20/05/2020,New Jersey,34,150399,10747
20/05/2020,New Mexico,35,6338,283
20/05/2020,New York,36,359235,28540
20/05/2020,North Carolina,37,20221,721
20/05/2020,North Dakota,38,2095,49
20/05/2020,Northern Mariana Islands,69,21,2
20/05/2020,Ohio,39,29437,1781
20/05/2020,Oklahoma,40,5532,299
20/05/2020,Oregon,41,3801,144
20/05/2020,Pennsylvania,42,68151,4794
20/05/2020,Puerto Rico,72,2866,125
20/05/2020,Rhode Island,44,13356,538
20/05/2020,South Carolina,45,9175,407
20/05/2020,South Dakota,46,4177,46
20/05/2020,Tennessee,47,18534,309
20/05/2020,Texas,48,52369,1443
20/05/2020,Utah,49,7717,90
20/05/2020,Vermont,50,944,54
20/05/2020,Virgin Islands,78,69,6
20/05/2020,Virginia,51,32908,1074
20/05/2020,Washington,53,20110,1045
20/05/2020,West Virginia,54,1567,69
20/05/2020,Wisconsin,55,13574,481
20/05/2020,Wyoming,56,787,11
21/05/2020,Alabama,1,13414,529
21/05/2020,Alaska,2,402,8
21/05/2020,Arizona,4,15315,763
21/05/2020,Arkansas,5,5458,110
21/05/2020,California,6,88488,3624
21/05/2020,Colorado,8,23161,1310
21/05/2020,Connecticut,9,39208,3582
21/05/2020,Delaware,10,8386,317
21/05/2020,District of Columbia,11,7788,412
21/05/2020,Florida,12,48667,2143
21/05/2020,Georgia,13,38969,1749
21/05/2020,Guam,66,1134,6
21/05/2020,Hawaii,15,637,17
21/05/2020,Idaho,16,2534,77
21/05/2020,Illinois,17,102995,4634
21/05/2020,Indiana,18,30673,1913
21/05/2020,Iowa,19,16170,414
21/05/2020,Kansas,20,8771,199
21/05/2020,Kentucky,21,8475,393
21/05/2020,Louisiana,22,36627,2629
21/05/2020,Maine,23,1877,73
21/05/2020,Maryland,24,43645,2159
21/05/2020,Massachusetts,25,90084,6148
21/05/2020,Michigan,26,53468,5129
21/05/2020,Minnesota,27,18209,818
21/05/2020,Mississippi,28,12222,580
21/05/2020,Missouri,29,11657,670
21/05/2020,Montana,30,479,16
21/05/2020,Nebraska,31,11423,148
21/05/2020,Nevada,32,7404,381
21/05/2020,New Hampshire,33,3935,199
21/05/2020,New Jersey,34,151472,10843
21/05/2020,New Mexico,35,6472,294
21/05/2020,New York,36,361313,28663
21/05/2020,North Carolina,37,20934,734
21/05/2020,North Dakota,38,2229,51
21/05/2020,Northern Mariana Islands,69,22,2
21/05/2020,Ohio,39,30168,1836
21/05/2020,Oklahoma,40,5680,304
21/05/2020,Oregon,41,3817,145
21/05/2020,Pennsylvania,42,69252,4887
21/05/2020,Puerto Rico,72,2913,126
21/05/2020,Rhode Island,44,13571,556
21/05/2020,South Carolina,45,9379,416
21/05/2020,South Dakota,46,4177,47
21/05/2020,Tennessee,47,18970,313
21/05/2020,Texas,48,53441,1480
21/05/2020,Utah,49,7876,92
21/05/2020,Vermont,50,950,54
21/05/2020,Virgin Islands,78,69,6
21/05/2020,Virginia,51,34137,1099
21/05/2020,Washington,53,20280,1054
21/05/2020,West Virginia,54,1603,71
21/05/2020,Wisconsin,55,13967,487
21/05/2020,Wyoming,56,801,12
22/05/2020,Alabama,1,13670,541
22/05/2020,Alaska,2,404,8
22/05/2020,Arizona,4,15608,775
22/05/2020,Arkansas,5,5612,113
22/05/2020,California,6,90801,3690
22/05/2020,Colorado,8,23456,1324
22/05/2020,Connecticut,9,39640,3637
22/05/2020,Delaware,10,8529,322
22/05/2020,District of Columbia,11,7893,418
22/05/2020,Florida,12,49443,2189
22/05/2020,Georgia,13,39734,1779
22/05/2020,Guam,66,1134,6
22/05/2020,Hawaii,15,632,17
22/05/2020,Idaho,16,2595,79
22/05/2020,Illinois,17,105710,4740
22/05/2020,Indiana,18,31165,1941
22/05/2020,Iowa,19,16510,441
22/05/2020,Kansas,20,9068,200
22/05/2020,Kentucky,21,8688,398
22/05/2020,Louisiana,22,37048,2669
22/05/2020,Maine,23,1948,75
22/05/2020,Maryland,24,44539,2207
22/05/2020,Massachusetts,25,90889,6228
22/05/2020,Michigan,26,53865,5158
22/05/2020,Minnesota,27,19014,851
22/05/2020,Mississippi,28,12624,596
22/05/2020,Missouri,29,11797,680
22/05/2020,Montana,30,479,16
22/05/2020,Nebraska,31,11661,149
22/05/2020,Nevada,32,7531,387
22/05/2020,New Hampshire,33,4014,204
22/05/2020,New Jersey,34,152719,10985
22/05/2020,New Mexico,35,6625,302
22/05/2020,New York,36,362991,28802
22/05/2020,North Carolina,37,21661,754
22/05/2020,North Dakota,38,2317,52
22/05/2020,Northern Mariana Islands,69,22,2
22/05/2020,Ohio,39,30795,1872
22/05/2020,Oklahoma,40,5849,307
22/05/2020,Oregon,41,3864,147
22/05/2020,Pennsylvania,42,70305,5032
22/05/2020,Puerto Rico,72,3030,126
22/05/2020,Rhode Island,44,13736,579
22/05/2020,South Carolina,45,9638,419
22/05/2020,South Dakota,46,4356,50
22/05/2020,Tennessee,47,19364,315
22/05/2020,Texas,48,54369,1498
22/05/2020,Utah,49,8057,93
22/05/2020,Vermont,50,952,54
22/05/2020,Virgin Islands,78,69,6
22/05/2020,Virginia,51,34950,1136
22/05/2020,Washington,53,20526,1061
22/05/2020,West Virginia,54,1705,72
22/05/2020,Wisconsin,55,14557,496
22/05/2020,Wyoming,56,803,12
23/05/2020,Alabama,1,14149,549
23/05/2020,Alaska,2,409,8
23/05/2020,Arizona,4,16040,799
23/05/2020,Arkansas,5,5775,115
23/05/2020,California,6,92815,3768
23/05/2020,Colorado,8,23932,1327
23/05/2020,Connecticut,9,40022,3675
23/05/2020,Delaware,10,8690,324
23/05/2020,District of Columbia,11,7966,427
23/05/2020,Florida,12,50119,2232
23/05/2020,Georgia,13,40408,1794
23/05/2020,Guam,66,1134,6
23/05/2020,Hawaii,15,633,17
23/05/2020,Idaho,16,2626,79
23/05/2020,Illinois,17,108100,4817
23/05/2020,Indiana,18,31674,1964
23/05/2020,Iowa,19,16898,446
23/05/2020,Kansas,20,9119,200
23/05/2020,Kentucky,21,8812,399
23/05/2020,Louisiana,22,37165,2683
23/05/2020,Maine,23,2013,77
23/05/2020,Maryland,24,45608,2243
23/05/2020,Massachusetts,25,91662,6304
23/05/2020,Michigan,26,54304,5223
23/05/2020,Minnesota,27,19854,861
23/05/2020,Mississippi,28,13005,616
23/05/2020,Missouri,29,11922,685
23/05/2020,Montana,30,479,16
23/05/2020,Nebraska,31,11988,150
23/05/2020,Nevada,32,7769,392
23/05/2020,New Hampshire,33,4089,208
23/05/2020,New Jersey,34,153104,11081
23/05/2020,New Mexico,35,6795,308
23/05/2020,New York,36,364745,28900
23/05/2020,North Carolina,37,22731,763
23/05/2020,North Dakota,38,2365,52
23/05/2020,Northern Mariana Islands,69,22,2
23/05/2020,Ohio,39,31408,1956
23/05/2020,Oklahoma,40,5960,311
23/05/2020,Oregon,41,3888,147
23/05/2020,Pennsylvania,42,71102,5121
23/05/2020,Puerto Rico,72,3100,127
23/05/2020,Rhode Island,44,13952,597
23/05/2020,South Carolina,45,9895,425
23/05/2020,South Dakota,46,4468,50
23/05/2020,Tennessee,47,19765,325
23/05/2020,Texas,48,55451,1522
23/05/2020,Utah,49,8260,97
23/05/2020,Vermont,50,954,54
23/05/2020,Virgin Islands,78,69,6
23/05/2020,Virginia,51,35749,1159
23/05/2020,Washington,53,20740,1062
23/05/2020,West Virginia,54,1729,72
23/05/2020,Wisconsin,55,14985,507
23/05/2020,Wyoming,56,813,12
24/05/2020,Alabama,1,14478,551
24/05/2020,Alaska,2,409,8
24/05/2020,Arizona,4,16339,800
24/05/2020,Arkansas,5,5922,116
24/05/2020,California,6,94743,3790
24/05/2020,Colorado,8,24140,1332
24/05/2020,Connecticut,9,40468,3693
24/05/2020,Delaware,10,8809,326
24/05/2020,District of Columbia,11,8110,432
24/05/2020,Florida,12,50859,2236
24/05/2020,Georgia,13,40989,1799
24/05/2020,Guam,66,1135,6
24/05/2020,Hawaii,15,633,17
24/05/2020,Idaho,16,2650,79
24/05/2020,Illinois,17,110541,4884
24/05/2020,Indiana,18,32151,1976
24/05/2020,Iowa,19,17434,456
24/05/2020,Kansas,20,9135,200
24/05/2020,Kentucky,21,8842,399
24/05/2020,Louisiana,22,37293,2690
24/05/2020,Maine,23,2055,78
24/05/2020,Maryland,24,46919,2277
24/05/2020,Massachusetts,25,92675,6372
24/05/2020,Michigan,26,54616,5228
24/05/2020,Minnesota,27,20582,878
24/05/2020,Mississippi,28,13252,625
24/05/2020,Missouri,29,12114,689
24/05/2020,Montana,30,479,16
24/05/2020,Nebraska,31,12133,153
24/05/2020,Nevada,32,7886,394
24/05/2020,New Hampshire,33,4149,209
24/05/2020,New Jersey,34,154154,11133
24/05/2020,New Mexico,35,6943,317
24/05/2020,New York,36,366346,29046
24/05/2020,North Carolina,37,23231,771
24/05/2020,North Dakota,38,2418,53
24/05/2020,Northern Mariana Islands,69,22,2
24/05/2020,Ohio,39,31911,1969
24/05/2020,Oklahoma,40,6037,311
24/05/2020,Oregon,41,3927,148
24/05/2020,Pennsylvania,42,71656,5145
24/05/2020,Puerto Rico,72,3189,127
24/05/2020,Rhode Island,44,14065,608
24/05/2020,South Carolina,45,10096,435
24/05/2020,South Dakota,46,4563,50
24/05/2020,Tennessee,47,20116,332
24/05/2020,Texas,48,56050,1533
24/05/2020,Utah,49,8392,97
24/05/2020,Vermont,50,956,54
24/05/2020,Virgin Islands,78,69,6
24/05/2020,Virginia,51,36244,1171
24/05/2020,Washington,53,20989,1069
24/05/2020,West Virginia,54,1771,72
24/05/2020,Wisconsin,55,15362,510
24/05/2020,Wyoming,56,813,12
25/05/2020,Alabama,1,14986,566
25/05/2020,Alaska,2,412,8
25/05/2020,Arizona,4,16561,806
25/05/2020,Arkansas,5,6029,117
25/05/2020,California,6,97017,3808
25/05/2020,Colorado,8,24256,1333
25/05/2020,Connecticut,9,40873,3742
25/05/2020,Delaware,10,8965,332
25/05/2020,District of Columbia,11,8225,440
25/05/2020,Florida,12,51738,2251
25/05/2020,Georgia,13,41414,1820
25/05/2020,Guam,66,1135,6
25/05/2020,Hawaii,15,633,17
25/05/2020,Idaho,16,2664,79
25/05/2020,Illinois,17,112248,4912
25/05/2020,Indiana,18,32489,1984
25/05/2020,Iowa,19,17628,460
25/05/2020,Kansas,20,9272,201
25/05/2020,Kentucky,21,8899,403
25/05/2020,Louisiana,22,37916,2690
25/05/2020,Maine,23,2074,78
25/05/2020,Maryland,24,47754,2302
25/05/2020,Massachusetts,25,93271,6416
25/05/2020,Michigan,26,54816,5240
25/05/2020,Minnesota,27,21324,890
25/05/2020,Mississippi,28,13458,635
25/05/2020,Missouri,29,12296,694
25/05/2020,Montana,30,479,16
25/05/2020,Nebraska,31,12354,155
25/05/2020,Nevada,32,7959,396
25/05/2020,New Hampshire,33,4197,210
25/05/2020,New Jersey,34,155092,11144
25/05/2020,New Mexico,35,7026,320
25/05/2020,New York,36,367625,29138
25/05/2020,North Carolina,37,23997,780
25/05/2020,North Dakota,38,2457,54
25/05/2020,Northern Mariana Islands,69,22,2
25/05/2020,Ohio,39,32477,1987
25/05/2020,Oklahoma,40,6090,313
25/05/2020,Oregon,41,3949,148
25/05/2020,Pennsylvania,42,72356,5159
25/05/2020,Puerto Rico,72,3260,129
25/05/2020,Rhode Island,44,14065,608
25/05/2020,South Carolina,45,10178,440
25/05/2020,South Dakota,46,4586,50
25/05/2020,Tennessee,47,20533,334
25/05/2020,Texas,48,56490,1536
25/05/2020,Utah,49,8521,98
25/05/2020,Vermont,50,962,54
25/05/2020,Virgin Islands,78,69,6
25/05/2020,Virginia,51,37727,1208
25/05/2020,Washington,53,21265,1076
25/05/2020,West Virginia,54,1782,73
25/05/2020,Wisconsin,55,15646,514
25/05/2020,Wyoming,56,843,12
26/05/2020,Alabama,1,15650,580
26/05/2020,Alaska,2,416,8
26/05/2020,Arizona,4,16783,807
26/05/2020,Arkansas,5,6180,119
26/05/2020,California,6,99924,3859
26/05/2020,Colorado,8,24553,1352
26/05/2020,Connecticut,9,41303,3769
26/05/2020,Delaware,10,9066,335
26/05/2020,District of Columbia,11,8334,440
26/05/2020,Florida,12,52247,2258
26/05/2020,Georgia,13,42066,1867
26/05/2020,Guam,66,1139,6
26/05/2020,Hawaii,15,633,17
26/05/2020,Idaho,16,2699,81
26/05/2020,Illinois,17,113486,4960
26/05/2020,Indiana,18,32856,2004
26/05/2020,Iowa,19,17999,480
26/05/2020,Kansas,20,9352,204
26/05/2020,Kentucky,21,9175,407
26/05/2020,Louisiana,22,38252,2701
26/05/2020,Maine,23,2109,79
26/05/2020,Maryland,24,48290,2333
26/05/2020,Massachusetts,25,93693,6473
26/05/2020,Michigan,26,55040,5266
26/05/2020,Minnesota,27,21969,908
26/05/2020,Mississippi,28,13731,652
26/05/2020,Missouri,29,12437,698
26/05/2020,Montana,30,479,17
26/05/2020,Nebraska,31,12618,160
26/05/2020,Nevada,32,8059,396
26/05/2020,New Hampshire,33,4231,214
26/05/2020,New Jersey,34,155764,11191
26/05/2020,New Mexico,35,7130,325
26/05/2020,New York,36,368669,29241
26/05/2020,North Carolina,37,24188,789
26/05/2020,North Dakota,38,2422,54
26/05/2020,Northern Mariana Islands,69,22,2
26/05/2020,Ohio,39,33006,2002
26/05/2020,Oklahoma,40,6137,318
26/05/2020,Oregon,41,3968,148
26/05/2020,Pennsylvania,42,72873,5175
26/05/2020,Puerto Rico,72,3324,129
26/05/2020,Rhode Island,44,14210,634
26/05/2020,South Carolina,45,10416,446
26/05/2020,South Dakota,46,4653,50
26/05/2020,Tennessee,47,20960,339
26/05/2020,Texas,48,57573,1552
26/05/2020,Utah,49,8622,101
26/05/2020,Vermont,50,967,54
26/05/2020,Virgin Islands,78,69,6
26/05/2020,Virginia,51,39342,1236
26/05/2020,Washington,53,21538,1091
26/05/2020,West Virginia,54,1854,74
26/05/2020,Wisconsin,55,15923,517
26/05/2020,Wyoming,56,850,13
27/05/2020,Alabama,1,16032,583
