COUNTYFP,MODE_USAGE,STATE,USAGE,RESPONSE
20145,ALWAYS,Kansas,FREQUENTLY,0.217
20145,ALWAYS,Kansas,ALWAYS,0.497
20147,ALWAYS,Kansas,NEVER,0.15
20147,ALWAYS,Kansas,RARELY,0.244
20147,ALWAYS,Kansas,SOMETIMES,0.126
20147,ALWAYS,Kansas,FREQUENTLY,0.19
20147,ALWAYS,Kansas,ALWAYS,0.29
20149,ALWAYS,Kansas,NEVER,0.012
20149,ALWAYS,Kansas,RARELY,0.057
20149,ALWAYS,Kansas,SOMETIMES,0.145
20149,ALWAYS,Kansas,FREQUENTLY,0.236
20149,ALWAYS,Kansas,ALWAYS,0.55
20151,ALWAYS,Kansas,NEVER,0.02
20151,ALWAYS,Kansas,RARELY,0.183
20151,ALWAYS,Kansas,SOMETIMES,0.101
20151,ALWAYS,Kansas,FREQUENTLY,0.309
20151,ALWAYS,Kansas,ALWAYS,0.387
20153,ALWAYS,Kansas,NEVER,0.128
20153,ALWAYS,Kansas,RARELY,0.174
20153,ALWAYS,Kansas,SOMETIMES,0.209
20153,ALWAYS,Kansas,FREQUENTLY,0.22
20153,ALWAYS,Kansas,ALWAYS,0.268
20155,ALWAYS,Kansas,NEVER,0.135
20155,ALWAYS,Kansas,RARELY,0.077
20155,ALWAYS,Kansas,SOMETIMES,0.143
20155,ALWAYS,Kansas,FREQUENTLY,0.191
20155,ALWAYS,Kansas,ALWAYS,0.454
20157,ALWAYS,Kansas,NEVER,0.183
20157,ALWAYS,Kansas,RARELY,0.073
20157,ALWAYS,Kansas,SOMETIMES,0.076
20157,ALWAYS,Kansas,FREQUENTLY,0.295
20157,ALWAYS,Kansas,ALWAYS,0.373
20159,ALWAYS,Kansas,NEVER,0.153
20159,ALWAYS,Kansas,RARELY,0.086
20159,ALWAYS,Kansas,SOMETIMES,0.11
20159,ALWAYS,Kansas,FREQUENTLY,0.241
20159,ALWAYS,Kansas,ALWAYS,0.41
20161,ALWAYS,Kansas,NEVER,0.03
20161,ALWAYS,Kansas,RARELY,0.05
20161,ALWAYS,Kansas,SOMETIMES,0.124
20161,ALWAYS,Kansas,FREQUENTLY,0.261
20161,ALWAYS,Kansas,ALWAYS,0.535
20163,ALWAYS,Kansas,NEVER,0.179
20163,ALWAYS,Kansas,RARELY,0.22
20163,ALWAYS,Kansas,SOMETIMES,0.218
20163,ALWAYS,Kansas,FREQUENTLY,0.123
20163,ALWAYS,Kansas,ALWAYS,0.26
20165,ALWAYS,Kansas,NEVER,0.11
20165,ALWAYS,Kansas,RARELY,0.122
20165,ALWAYS,Kansas,SOMETIMES,0.182
20165,ALWAYS,Kansas,FREQUENTLY,0.183
20165,ALWAYS,Kansas,ALWAYS,0.403
20167,ALWAYS,Kansas,NEVER,0.16
20167,ALWAYS,Kansas,RARELY,0.174
20167,ALWAYS,Kansas,SOMETIMES,0.174
20167,ALWAYS,Kansas,FREQUENTLY,0.157
20167,ALWAYS,Kansas,ALWAYS,0.335
20169,ALWAYS,Kansas,NEVER,0.126
20169,ALWAYS,Kansas,RARELY,0.133
20169,ALWAYS,Kansas,SOMETIMES,0.175
20169,ALWAYS,Kansas,FREQUENTLY,0.209
20169,ALWAYS,Kansas,ALWAYS,0.357
20171,ALWAYS,Kansas,NEVER,0.197
20171,ALWAYS,Kansas,RARELY,0.09
20171,ALWAYS,Kansas,SOMETIMES,0.19
20171,ALWAYS,Kansas,FREQUENTLY,0.21
20171,ALWAYS,Kansas,ALWAYS,0.313
20173,ALWAYS,Kansas,NEVER,0.06
20173,ALWAYS,Kansas,RARELY,0.055
20173,ALWAYS,Kansas,SOMETIMES,0.126
20173,ALWAYS,Kansas,FREQUENTLY,0.26
20173,ALWAYS,Kansas,ALWAYS,0.499
20175,ALWAYS,Kansas,NEVER,0.138
20175,ALWAYS,Kansas,RARELY,0.14
20175,ALWAYS,Kansas,SOMETIMES,0.092
20175,ALWAYS,Kansas,FREQUENTLY,0.226
20175,ALWAYS,Kansas,ALWAYS,0.403
20177,ALWAYS,Kansas,NEVER,0.009
20177,ALWAYS,Kansas,RARELY,0.078
20177,ALWAYS,Kansas,SOMETIMES,0.095
20177,ALWAYS,Kansas,FREQUENTLY,0.184
20177,ALWAYS,Kansas,ALWAYS,0.633
20179,ALWAYS,Kansas,NEVER,0.231
20179,ALWAYS,Kansas,RARELY,0.112
20179,ALWAYS,Kansas,SOMETIMES,0.236
20179,ALWAYS,Kansas,FREQUENTLY,0.154
20179,ALWAYS,Kansas,ALWAYS,0.267
20181,RARELY,Kansas,NEVER,0.1
20181,RARELY,Kansas,RARELY,0.27
20181,RARELY,Kansas,SOMETIMES,0.159
20181,RARELY,Kansas,FREQUENTLY,0.24
20181,RARELY,Kansas,ALWAYS,0.231
20183,ALWAYS,Kansas,NEVER,0.142
20183,ALWAYS,Kansas,RARELY,0.257
20183,ALWAYS,Kansas,SOMETIMES,0.088
20183,ALWAYS,Kansas,FREQUENTLY,0.195
20183,ALWAYS,Kansas,ALWAYS,0.319
20185,ALWAYS,Kansas,NEVER,0.041
20185,ALWAYS,Kansas,RARELY,0.125
20185,ALWAYS,Kansas,SOMETIMES,0.109
20185,ALWAYS,Kansas,FREQUENTLY,0.252
20185,ALWAYS,Kansas,ALWAYS,0.472
20187,ALWAYS,Kansas,NEVER,0.127
20187,ALWAYS,Kansas,RARELY,0.098
20187,ALWAYS,Kansas,SOMETIMES,0.172
20187,ALWAYS,Kansas,FREQUENTLY,0.216
20187,ALWAYS,Kansas,ALWAYS,0.388
20189,ALWAYS,Kansas,NEVER,0.122
20189,ALWAYS,Kansas,RARELY,0.132
20189,ALWAYS,Kansas,SOMETIMES,0.112
20189,ALWAYS,Kansas,FREQUENTLY,0.225
20189,ALWAYS,Kansas,ALWAYS,0.408
20191,ALWAYS,Kansas,NEVER,0.104
20191,ALWAYS,Kansas,RARELY,0.039
20191,ALWAYS,Kansas,SOMETIMES,0.115
20191,ALWAYS,Kansas,FREQUENTLY,0.298
20191,ALWAYS,Kansas,ALWAYS,0.444
20193,ALWAYS,Kansas,NEVER,0.188
20193,ALWAYS,Kansas,RARELY,0.157
20193,ALWAYS,Kansas,SOMETIMES,0.208
20193,ALWAYS,Kansas,FREQUENTLY,0.184
20193,ALWAYS,Kansas,ALWAYS,0.263
20195,ALWAYS,Kansas,NEVER,0.203
20195,ALWAYS,Kansas,RARELY,0.115
20195,ALWAYS,Kansas,SOMETIMES,0.256
20195,ALWAYS,Kansas,FREQUENTLY,0.137
20195,ALWAYS,Kansas,ALWAYS,0.291
20197,ALWAYS,Kansas,NEVER,0.011
20197,ALWAYS,Kansas,RARELY,0.077
20197,ALWAYS,Kansas,SOMETIMES,0.12
20197,ALWAYS,Kansas,FREQUENTLY,0.201
20197,ALWAYS,Kansas,ALWAYS,0.591
20199,ALWAYS,Kansas,NEVER,0.128
20199,ALWAYS,Kansas,RARELY,0.21
20199,ALWAYS,Kansas,SOMETIMES,0.154
20199,ALWAYS,Kansas,FREQUENTLY,0.246
20199,ALWAYS,Kansas,ALWAYS,0.262
20201,ALWAYS,Kansas,NEVER,0.148
20201,ALWAYS,Kansas,RARELY,0.075
20201,ALWAYS,Kansas,SOMETIMES,0.111
20201,ALWAYS,Kansas,FREQUENTLY,0.234
20201,ALWAYS,Kansas,ALWAYS,0.432
20203,ALWAYS,Kansas,NEVER,0.173
20203,ALWAYS,Kansas,RARELY,0.112
20203,ALWAYS,Kansas,SOMETIMES,0.184
20203,ALWAYS,Kansas,FREQUENTLY,0.219
20203,ALWAYS,Kansas,ALWAYS,0.313
20205,ALWAYS,Kansas,NEVER,0.125
20205,ALWAYS,Kansas,RARELY,0.148
20205,ALWAYS,Kansas,SOMETIMES,0.145
20205,ALWAYS,Kansas,FREQUENTLY,0.184
20205,ALWAYS,Kansas,ALWAYS,0.398
20207,ALWAYS,Kansas,NEVER,0.092
20207,ALWAYS,Kansas,RARELY,0.175
20207,ALWAYS,Kansas,SOMETIMES,0.171
20207,ALWAYS,Kansas,FREQUENTLY,0.247
20207,ALWAYS,Kansas,ALWAYS,0.314
20209,ALWAYS,Kansas,NEVER,0.025
20209,ALWAYS,Kansas,RARELY,0.056
20209,ALWAYS,Kansas,SOMETIMES,0.076
20209,ALWAYS,Kansas,FREQUENTLY,0.178
20209,ALWAYS,Kansas,ALWAYS,0.665
27001,ALWAYS,Minnesota,NEVER,0.187
27001,ALWAYS,Minnesota,RARELY,0.115
27001,ALWAYS,Minnesota,SOMETIMES,0.075
27001,ALWAYS,Minnesota,FREQUENTLY,0.247
27001,ALWAYS,Minnesota,ALWAYS,0.375
27003,ALWAYS,Minnesota,NEVER,0.054
27003,ALWAYS,Minnesota,RARELY,0.078
27003,ALWAYS,Minnesota,SOMETIMES,0.132
27003,ALWAYS,Minnesota,FREQUENTLY,0.245
27003,ALWAYS,Minnesota,ALWAYS,0.492
27005,RARELY,Minnesota,NEVER,0.052
27005,RARELY,Minnesota,RARELY,0.28
27005,RARELY,Minnesota,SOMETIMES,0.175
27005,RARELY,Minnesota,FREQUENTLY,0.24
27005,RARELY,Minnesota,ALWAYS,0.252
27007,ALWAYS,Minnesota,NEVER,0.094
27007,ALWAYS,Minnesota,RARELY,0.155
27007,ALWAYS,Minnesota,SOMETIMES,0.225
27007,ALWAYS,Minnesota,FREQUENTLY,0.185
27007,ALWAYS,Minnesota,ALWAYS,0.34
27009,ALWAYS,Minnesota,NEVER,0.084
27009,ALWAYS,Minnesota,RARELY,0.139
27009,ALWAYS,Minnesota,SOMETIMES,0.209
27009,ALWAYS,Minnesota,FREQUENTLY,0.147
27009,ALWAYS,Minnesota,ALWAYS,0.42
27011,ALWAYS,Minnesota,NEVER,0.256
27011,ALWAYS,Minnesota,RARELY,0.121
27011,ALWAYS,Minnesota,SOMETIMES,0.185
27011,ALWAYS,Minnesota,FREQUENTLY,0.146
27011,ALWAYS,Minnesota,ALWAYS,0.292
27013,ALWAYS,Minnesota,NEVER,0.065
27013,ALWAYS,Minnesota,RARELY,0.078
27013,ALWAYS,Minnesota,SOMETIMES,0.146
27013,ALWAYS,Minnesota,FREQUENTLY,0.276
27013,ALWAYS,Minnesota,ALWAYS,0.435
27015,ALWAYS,Minnesota,NEVER,0.101
27015,ALWAYS,Minnesota,RARELY,0.061
27015,ALWAYS,Minnesota,SOMETIMES,0.251
27015,ALWAYS,Minnesota,FREQUENTLY,0.265
27015,ALWAYS,Minnesota,ALWAYS,0.322
27017,ALWAYS,Minnesota,NEVER,0.058
27017,ALWAYS,Minnesota,RARELY,0.054
27017,ALWAYS,Minnesota,SOMETIMES,0.09
27017,ALWAYS,Minnesota,FREQUENTLY,0.329
27017,ALWAYS,Minnesota,ALWAYS,0.469
27019,ALWAYS,Minnesota,NEVER,0.024
27019,ALWAYS,Minnesota,RARELY,0.128
27019,ALWAYS,Minnesota,SOMETIMES,0.183
27019,ALWAYS,Minnesota,FREQUENTLY,0.296
27019,ALWAYS,Minnesota,ALWAYS,0.368
27021,ALWAYS,Minnesota,NEVER,0.105
27021,ALWAYS,Minnesota,RARELY,0.127
27021,ALWAYS,Minnesota,SOMETIMES,0.107
27021,ALWAYS,Minnesota,FREQUENTLY,0.235
27021,ALWAYS,Minnesota,ALWAYS,0.426
27023,ALWAYS,Minnesota,NEVER,0.108
27023,ALWAYS,Minnesota,RARELY,0.106
27023,ALWAYS,Minnesota,SOMETIMES,0.244
27023,ALWAYS,Minnesota,FREQUENTLY,0.224
27023,ALWAYS,Minnesota,ALWAYS,0.318
27025,ALWAYS,Minnesota,NEVER,0.064
27025,ALWAYS,Minnesota,RARELY,0.104
27025,ALWAYS,Minnesota,SOMETIMES,0.165
27025,ALWAYS,Minnesota,FREQUENTLY,0.253
27025,ALWAYS,Minnesota,ALWAYS,0.414
27027,ALWAYS,Minnesota,NEVER,0.092
27027,ALWAYS,Minnesota,RARELY,0.121
27027,ALWAYS,Minnesota,SOMETIMES,0.138
27027,ALWAYS,Minnesota,FREQUENTLY,0.23
27027,ALWAYS,Minnesota,ALWAYS,0.419
27029,ALWAYS,Minnesota,NEVER,0.065
27029,ALWAYS,Minnesota,RARELY,0.21
27029,ALWAYS,Minnesota,SOMETIMES,0.203
27029,ALWAYS,Minnesota,FREQUENTLY,0.172
27029,ALWAYS,Minnesota,ALWAYS,0.351
27031,ALWAYS,Minnesota,NEVER,0.184
27031,ALWAYS,Minnesota,RARELY,0.02
27031,ALWAYS,Minnesota,SOMETIMES,0.038
27031,ALWAYS,Minnesota,FREQUENTLY,0.257
27031,ALWAYS,Minnesota,ALWAYS,0.5
27033,ALWAYS,Minnesota,NEVER,0.216
27033,ALWAYS,Minnesota,RARELY,0.045
27033,ALWAYS,Minnesota,SOMETIMES,0.262
27033,ALWAYS,Minnesota,FREQUENTLY,0.215
27033,ALWAYS,Minnesota,ALWAYS,0.263
27035,ALWAYS,Minnesota,NEVER,0.147
27035,ALWAYS,Minnesota,RARELY,0.112
27035,ALWAYS,Minnesota,SOMETIMES,0.081
27035,ALWAYS,Minnesota,FREQUENTLY,0.249
27035,ALWAYS,Minnesota,ALWAYS,0.411
27037,ALWAYS,Minnesota,NEVER,0.072
27037,ALWAYS,Minnesota,RARELY,0.076
27037,ALWAYS,Minnesota,SOMETIMES,0.129
27037,ALWAYS,Minnesota,FREQUENTLY,0.236
27037,ALWAYS,Minnesota,ALWAYS,0.488
27039,ALWAYS,Minnesota,NEVER,0.035
27039,ALWAYS,Minnesota,RARELY,0.096
27039,ALWAYS,Minnesota,SOMETIMES,0.071
27039,ALWAYS,Minnesota,FREQUENTLY,0.325
27039,ALWAYS,Minnesota,ALWAYS,0.473
27041,ALWAYS,Minnesota,NEVER,0.099
27041,ALWAYS,Minnesota,RARELY,0.178
27041,ALWAYS,Minnesota,SOMETIMES,0.148
27041,ALWAYS,Minnesota,FREQUENTLY,0.225
27041,ALWAYS,Minnesota,ALWAYS,0.35
27043,ALWAYS,Minnesota,NEVER,0.078
27043,ALWAYS,Minnesota,RARELY,0.158
27043,ALWAYS,Minnesota,SOMETIMES,0.163
27043,ALWAYS,Minnesota,FREQUENTLY,0.261
27043,ALWAYS,Minnesota,ALWAYS,0.34
27045,ALWAYS,Minnesota,NEVER,0.026
27045,ALWAYS,Minnesota,RARELY,0.102
27045,ALWAYS,Minnesota,SOMETIMES,0.099
27045,ALWAYS,Minnesota,FREQUENTLY,0.29
27045,ALWAYS,Minnesota,ALWAYS,0.483
27047,ALWAYS,Minnesota,NEVER,0.135
27047,ALWAYS,Minnesota,RARELY,0.085
27047,ALWAYS,Minnesota,SOMETIMES,0.206
27047,ALWAYS,Minnesota,FREQUENTLY,0.283
27047,ALWAYS,Minnesota,ALWAYS,0.291
27049,ALWAYS,Minnesota,NEVER,0.03
27049,ALWAYS,Minnesota,RARELY,0.039
27049,ALWAYS,Minnesota,SOMETIMES,0.138
27049,ALWAYS,Minnesota,FREQUENTLY,0.28
27049,ALWAYS,Minnesota,ALWAYS,0.513
27051,ALWAYS,Minnesota,NEVER,0.11
27051,ALWAYS,Minnesota,RARELY,0.137
27051,ALWAYS,Minnesota,SOMETIMES,0.193
27051,ALWAYS,Minnesota,FREQUENTLY,0.165
27051,ALWAYS,Minnesota,ALWAYS,0.396
27053,ALWAYS,Minnesota,NEVER,0.021
27053,ALWAYS,Minnesota,RARELY,0.044
27053,ALWAYS,Minnesota,SOMETIMES,0.096
27053,ALWAYS,Minnesota,FREQUENTLY,0.243
27053,ALWAYS,Minnesota,ALWAYS,0.596
27055,ALWAYS,Minnesota,NEVER,0.072
27055,ALWAYS,Minnesota,RARELY,0.08
27055,ALWAYS,Minnesota,SOMETIMES,0.086
27055,ALWAYS,Minnesota,FREQUENTLY,0.283
27055,ALWAYS,Minnesota,ALWAYS,0.478
27057,ALWAYS,Minnesota,NEVER,0.078
27057,ALWAYS,Minnesota,RARELY,0.15
27057,ALWAYS,Minnesota,SOMETIMES,0.164
27057,ALWAYS,Minnesota,FREQUENTLY,0.227
27057,ALWAYS,Minnesota,ALWAYS,0.38
27059,ALWAYS,Minnesota,NEVER,0.104
27059,ALWAYS,Minnesota,RARELY,0.099
27059,ALWAYS,Minnesota,SOMETIMES,0.215
27059,ALWAYS,Minnesota,FREQUENTLY,0.14
27059,ALWAYS,Minnesota,ALWAYS,0.442
27061,ALWAYS,Minnesota,NEVER,0.162
27061,ALWAYS,Minnesota,RARELY,0.142
27061,ALWAYS,Minnesota,SOMETIMES,0.151
27061,ALWAYS,Minnesota,FREQUENTLY,0.209
27061,ALWAYS,Minnesota,ALWAYS,0.336
27063,ALWAYS,Minnesota,NEVER,0.325
27063,ALWAYS,Minnesota,RARELY,0.024
27063,ALWAYS,Minnesota,SOMETIMES,0.14
27063,ALWAYS,Minnesota,FREQUENTLY,0.171
27063,ALWAYS,Minnesota,ALWAYS,0.34
27065,ALWAYS,Minnesota,NEVER,0.223
27065,ALWAYS,Minnesota,RARELY,0.148
27065,ALWAYS,Minnesota,SOMETIMES,0.137
27065,ALWAYS,Minnesota,FREQUENTLY,0.146
27065,ALWAYS,Minnesota,ALWAYS,0.346
27067,ALWAYS,Minnesota,NEVER,0.109
27067,ALWAYS,Minnesota,RARELY,0.107
27067,ALWAYS,Minnesota,SOMETIMES,0.182
27067,ALWAYS,Minnesota,FREQUENTLY,0.29
27067,ALWAYS,Minnesota,ALWAYS,0.312
27069,ALWAYS,Minnesota,NEVER,0.068
27069,ALWAYS,Minnesota,RARELY,0.168
27069,ALWAYS,Minnesota,SOMETIMES,0.221
27069,ALWAYS,Minnesota,FREQUENTLY,0.251
27069,ALWAYS,Minnesota,ALWAYS,0.292
27071,ALWAYS,Minnesota,NEVER,0.159
27071,ALWAYS,Minnesota,RARELY,0.183
27071,ALWAYS,Minnesota,SOMETIMES,0.087
27071,ALWAYS,Minnesota,FREQUENTLY,0.255
27071,ALWAYS,Minnesota,ALWAYS,0.316
27073,ALWAYS,Minnesota,NEVER,0.184
27073,ALWAYS,Minnesota,RARELY,0.096
27073,ALWAYS,Minnesota,SOMETIMES,0.248
27073,ALWAYS,Minnesota,FREQUENTLY,0.179
27073,ALWAYS,Minnesota,ALWAYS,0.293
27075,ALWAYS,Minnesota,NEVER,0.087
27075,ALWAYS,Minnesota,RARELY,0.033
27075,ALWAYS,Minnesota,SOMETIMES,0.075
27075,ALWAYS,Minnesota,FREQUENTLY,0.341
27075,ALWAYS,Minnesota,ALWAYS,0.464
27077,ALWAYS,Minnesota,NEVER,0.091
27077,ALWAYS,Minnesota,RARELY,0.171
27077,ALWAYS,Minnesota,SOMETIMES,0.176
27077,ALWAYS,Minnesota,FREQUENTLY,0.249
27077,ALWAYS,Minnesota,ALWAYS,0.313
27079,ALWAYS,Minnesota,NEVER,0.055
27079,ALWAYS,Minnesota,RARELY,0.168
27079,ALWAYS,Minnesota,SOMETIMES,0.147
27079,ALWAYS,Minnesota,FREQUENTLY,0.254
27079,ALWAYS,Minnesota,ALWAYS,0.377
27081,ALWAYS,Minnesota,NEVER,0.11
27081,ALWAYS,Minnesota,RARELY,0.078
27081,ALWAYS,Minnesota,SOMETIMES,0.203
27081,ALWAYS,Minnesota,FREQUENTLY,0.292
27081,ALWAYS,Minnesota,ALWAYS,0.317
27083,ALWAYS,Minnesota,NEVER,0.134
27083,ALWAYS,Minnesota,RARELY,0.075
27083,ALWAYS,Minnesota,SOMETIMES,0.242
27083,ALWAYS,Minnesota,FREQUENTLY,0.21
27083,ALWAYS,Minnesota,ALWAYS,0.339
27085,FREQUENTLY,Minnesota,NEVER,0.061
27085,FREQUENTLY,Minnesota,RARELY,0.176
27085,FREQUENTLY,Minnesota,SOMETIMES,0.193
27085,FREQUENTLY,Minnesota,FREQUENTLY,0.383
27085,FREQUENTLY,Minnesota,ALWAYS,0.186
27087,ALWAYS,Minnesota,NEVER,0.07
27087,ALWAYS,Minnesota,RARELY,0.279
27087,ALWAYS,Minnesota,SOMETIMES,0.083
27087,ALWAYS,Minnesota,FREQUENTLY,0.185
27087,ALWAYS,Minnesota,ALWAYS,0.382
27089,ALWAYS,Minnesota,NEVER,0.078
27089,ALWAYS,Minnesota,RARELY,0.152
27089,ALWAYS,Minnesota,SOMETIMES,0.221
27089,ALWAYS,Minnesota,FREQUENTLY,0.234
27089,ALWAYS,Minnesota,ALWAYS,0.315
27091,ALWAYS,Minnesota,NEVER,0.18
27091,ALWAYS,Minnesota,RARELY,0.115
27091,ALWAYS,Minnesota,SOMETIMES,0.134
27091,ALWAYS,Minnesota,FREQUENTLY,0.205
27091,ALWAYS,Minnesota,ALWAYS,0.366
27093,ALWAYS,Minnesota,NEVER,0.072
27093,ALWAYS,Minnesota,RARELY,0.144
27093,ALWAYS,Minnesota,SOMETIMES,0.094
27093,ALWAYS,Minnesota,FREQUENTLY,0.323
27093,ALWAYS,Minnesota,ALWAYS,0.367
27095,ALWAYS,Minnesota,NEVER,0.224
27095,ALWAYS,Minnesota,RARELY,0.122
27095,ALWAYS,Minnesota,SOMETIMES,0.159
27095,ALWAYS,Minnesota,FREQUENTLY,0.146
27095,ALWAYS,Minnesota,ALWAYS,0.349
27097,ALWAYS,Minnesota,NEVER,0.14
27097,ALWAYS,Minnesota,RARELY,0.126
27097,ALWAYS,Minnesota,SOMETIMES,0.121
27097,ALWAYS,Minnesota,FREQUENTLY,0.24
27097,ALWAYS,Minnesota,ALWAYS,0.373
27099,ALWAYS,Minnesota,NEVER,0.071
27099,ALWAYS,Minnesota,RARELY,0.107
27099,ALWAYS,Minnesota,SOMETIMES,0.113
27099,ALWAYS,Minnesota,FREQUENTLY,0.262
27099,ALWAYS,Minnesota,ALWAYS,0.448
27101,ALWAYS,Minnesota,NEVER,0.131
27101,ALWAYS,Minnesota,RARELY,0.071
27101,ALWAYS,Minnesota,SOMETIMES,0.224
27101,ALWAYS,Minnesota,FREQUENTLY,0.27
27101,ALWAYS,Minnesota,ALWAYS,0.303
27103,ALWAYS,Minnesota,NEVER,0.063
27103,ALWAYS,Minnesota,RARELY,0.085
27103,ALWAYS,Minnesota,SOMETIMES,0.164
27103,ALWAYS,Minnesota,FREQUENTLY,0.296
27103,ALWAYS,Minnesota,ALWAYS,0.392
27105,ALWAYS,Minnesota,NEVER,0.244
27105,ALWAYS,Minnesota,RARELY,0.078
27105,ALWAYS,Minnesota,SOMETIMES,0.18
27105,ALWAYS,Minnesota,FREQUENTLY,0.215
27105,ALWAYS,Minnesota,ALWAYS,0.284
27107,ALWAYS,Minnesota,NEVER,0.122
27107,ALWAYS,Minnesota,RARELY,0.154
27107,ALWAYS,Minnesota,SOMETIMES,0.109
27107,ALWAYS,Minnesota,FREQUENTLY,0.186
27107,ALWAYS,Minnesota,ALWAYS,0.428
27109,ALWAYS,Minnesota,NEVER,0.023
27109,ALWAYS,Minnesota,RARELY,0.101
27109,ALWAYS,Minnesota,SOMETIMES,0.057
27109,ALWAYS,Minnesota,FREQUENTLY,0.333
27109,ALWAYS,Minnesota,ALWAYS,0.485
27111,ALWAYS,Minnesota,NEVER,0.078
27111,ALWAYS,Minnesota,RARELY,0.182
27111,ALWAYS,Minnesota,SOMETIMES,0.278
27111,ALWAYS,Minnesota,FREQUENTLY,0.17
27111,ALWAYS,Minnesota,ALWAYS,0.291
27113,ALWAYS,Minnesota,NEVER,0.081
27113,ALWAYS,Minnesota,RARELY,0.197
27113,ALWAYS,Minnesota,SOMETIMES,0.211
27113,ALWAYS,Minnesota,FREQUENTLY,0.205
27113,ALWAYS,Minnesota,ALWAYS,0.306
27115,ALWAYS,Minnesota,NEVER,0.178
27115,ALWAYS,Minnesota,RARELY,0.143
27115,ALWAYS,Minnesota,SOMETIMES,0.074
27115,ALWAYS,Minnesota,FREQUENTLY,0.242
27115,ALWAYS,Minnesota,ALWAYS,0.364
27117,ALWAYS,Minnesota,NEVER,0.088
27117,ALWAYS,Minnesota,RARELY,0.182
27117,ALWAYS,Minnesota,SOMETIMES,0.132
27117,ALWAYS,Minnesota,FREQUENTLY,0.281
27117,ALWAYS,Minnesota,ALWAYS,0.317
27119,ALWAYS,Minnesota,NEVER,0.104
27119,ALWAYS,Minnesota,RARELY,0.208
27119,ALWAYS,Minnesota,SOMETIMES,0.197
27119,ALWAYS,Minnesota,FREQUENTLY,0.196
27119,ALWAYS,Minnesota,ALWAYS,0.295
27121,ALWAYS,Minnesota,NEVER,0.139
27121,ALWAYS,Minnesota,RARELY,0.147
27121,ALWAYS,Minnesota,SOMETIMES,0.103
27121,ALWAYS,Minnesota,FREQUENTLY,0.216
27121,ALWAYS,Minnesota,ALWAYS,0.395
27123,ALWAYS,Minnesota,NEVER,0.044
27123,ALWAYS,Minnesota,RARELY,0.046
27123,ALWAYS,Minnesota,SOMETIMES,0.086
27123,ALWAYS,Minnesota,FREQUENTLY,0.259
27123,ALWAYS,Minnesota,ALWAYS,0.564
27125,ALWAYS,Minnesota,NEVER,0.095
27125,ALWAYS,Minnesota,RARELY,0.241
27125,ALWAYS,Minnesota,SOMETIMES,0.194
27125,ALWAYS,Minnesota,FREQUENTLY,0.184
27125,ALWAYS,Minnesota,ALWAYS,0.286
27127,ALWAYS,Minnesota,NEVER,0.081
27127,ALWAYS,Minnesota,RARELY,0.123
27127,ALWAYS,Minnesota,SOMETIMES,0.248
27127,ALWAYS,Minnesota,FREQUENTLY,0.255
27127,ALWAYS,Minnesota,ALWAYS,0.293
27129,FREQUENTLY,Minnesota,NEVER,0.05
27129,FREQUENTLY,Minnesota,RARELY,0.136
27129,FREQUENTLY,Minnesota,SOMETIMES,0.193
27129,FREQUENTLY,Minnesota,FREQUENTLY,0.374
27129,FREQUENTLY,Minnesota,ALWAYS,0.247
27131,ALWAYS,Minnesota,NEVER,0.089
27131,ALWAYS,Minnesota,RARELY,0.038
27131,ALWAYS,Minnesota,SOMETIMES,0.117
27131,ALWAYS,Minnesota,FREQUENTLY,0.301
27131,ALWAYS,Minnesota,ALWAYS,0.454
27133,ALWAYS,Minnesota,NEVER,0.095
27133,ALWAYS,Minnesota,RARELY,0.22
27133,ALWAYS,Minnesota,SOMETIMES,0.11
27133,ALWAYS,Minnesota,FREQUENTLY,0.247
27133,ALWAYS,Minnesota,ALWAYS,0.328
27135,ALWAYS,Minnesota,NEVER,0.077
27135,ALWAYS,Minnesota,RARELY,0.151
27135,ALWAYS,Minnesota,SOMETIMES,0.211
27135,ALWAYS,Minnesota,FREQUENTLY,0.234
27135,ALWAYS,Minnesota,ALWAYS,0.327
27137,ALWAYS,Minnesota,NEVER,0.095
27137,ALWAYS,Minnesota,RARELY,0.052
27137,ALWAYS,Minnesota,SOMETIMES,0.098
27137,ALWAYS,Minnesota,FREQUENTLY,0.297
27137,ALWAYS,Minnesota,ALWAYS,0.457
27139,ALWAYS,Minnesota,NEVER,0.021
27139,ALWAYS,Minnesota,RARELY,0.057
27139,ALWAYS,Minnesota,SOMETIMES,0.12
27139,ALWAYS,Minnesota,FREQUENTLY,0.319
27139,ALWAYS,Minnesota,ALWAYS,0.482
27141,ALWAYS,Minnesota,NEVER,0.064
27141,ALWAYS,Minnesota,RARELY,0.175
27141,ALWAYS,Minnesota,SOMETIMES,0.175
27141,ALWAYS,Minnesota,FREQUENTLY,0.239
27141,ALWAYS,Minnesota,ALWAYS,0.346
27143,FREQUENTLY,Minnesota,NEVER,0.04
27143,FREQUENTLY,Minnesota,RARELY,0.175
27143,FREQUENTLY,Minnesota,SOMETIMES,0.172
27143,FREQUENTLY,Minnesota,FREQUENTLY,0.38
27143,FREQUENTLY,Minnesota,ALWAYS,0.233
27145,ALWAYS,Minnesota,NEVER,0.082
27145,ALWAYS,Minnesota,RARELY,0.142
27145,ALWAYS,Minnesota,SOMETIMES,0.187
27145,ALWAYS,Minnesota,FREQUENTLY,0.174
